#Selection name: Partially_Includes_Tumor_Cells
#Area (µm^2): 4641531.53
Cell ID,Cluster,Transcripts,Area (µm^2)
cloikiai-1,Cluster 1,0,58.08
clojfmnp-1,Cluster 2,0,75.32
clpplmhk-1,Cluster 1,0,36.30
nhpinahg-1,Cluster 1,0,48.70
clpplpka-1,Cluster 2,0,37.39
nhgijjei-1,Cluster 3,0,30.26
nhghnbnb-1,Cluster 1,0,19.16
nhgigkoc-1,Cluster 1,0,17.18
clojmaod-1,Cluster 2,0,107.42
clojnkek-1,Cluster 2,0,112.68
clojlfdb-1,Cluster 1,0,45.67
nhgmfnel-1,Cluster 1,0,21.34
cmfkoafo-1,Cluster 2,0,53.66
cmflapdh-1,Cluster 2,0,63.30
clomkjbm-1,Cluster 2,0,87.85
clopffce-1,Cluster 1,0,61.66
cmflbbfh-1,Cluster 1,0,71.66
cmaahche-1,Cluster 2,0,98.21
ccagghjd-1,Cluster 1,0,39.74
cmbpcmbd-1,Cluster 1,0,77.65
njmbkmcl-1,Cluster 1,0,35.85
ccamnmno-1,Cluster 2,0,54.86
njigfcfi-1,Cluster 3,0,23.76
ccamgfhi-1,Cluster 2,0,114.39
cbocnfol-1,Cluster 2,0,75.12
ccalmfdf-1,Cluster 1,0,35.87
ccbmlome-1,Cluster 2,0,79.21
ccaomnmd-1,Cluster 2,0,56.42
ccagcagc-1,Cluster 2,0,26.55
nilejkca-1,Cluster 2,0,10.63
ccanpabk-1,Cluster 2,0,55.53
njiffdea-1,Cluster 3,0,20.40
ccaleaoi-1,Cluster 2,0,42.67
cmbfjmmi-1,Cluster 1,0,48.28
cmbidnnp-1,Cluster 1,0,57.24
cmkicccm-1,Cluster 2,0,60.37
cmacmgmf-1,Cluster 1,0,90.10
cmklhcjj-1,Cluster 2,0,39.13
njlpbpgj-1,Cluster 1,0,15.33
cmacpgil-1,Cluster 1,0,76.47
cmbeljpo-1,Cluster 1,0,47.38
cmbfbhdh-1,Cluster 2,0,184.85
niaaajga-1,Cluster 2,0,80.07
cmbpinad-1,Cluster 2,0,32.54
njmalcni-1,Cluster 1,0,44.15
cmbpbpbl-1,Cluster 2,0,119.60
niafcnka-1,Cluster 2,0,36.45
niaeeebb-1,Cluster 6,0,63.93
nicanhll-1,Cluster 6,0,13.17
ccafnkdn-1,Cluster 2,0,73.41
cbojcamp-1,Cluster 1,0,44.81
cmkikebd-1,Cluster 1,0,36.47
cbokjoeh-1,Cluster 2,0,62.69
cboijfab-1,Cluster 1,0,33.18
cbobnbie-1,Cluster 2,0,99.97
cmkiaddk-1,Cluster 2,0,63.00
cbokmlep-1,Cluster 2,0,121.67
cmkhgcjj-1,Cluster 2,0,77.06
ccaihfpa-1,Cluster 2,0,57.61
ccamlcim-1,Cluster 2,0,80.55
cmklidlb-1,Cluster 2,0,125.23
cmklijgp-1,Cluster 2,0,92.75
clpnjajm-1,Cluster 2,0,106.87
cmklcknp-1,Cluster 1,0,68.11
njlpplfo-1,Cluster 1,0,25.60
clpmbkno-1,Cluster 2,0,130.04
clpmlnkh-1,Cluster 2,0,66.58
njloonpd-1,Cluster 3,0,47.48
niadphdm-1,Cluster 6,0,42.01
njkmllog-1,Cluster 6,0,36.96
njkpejce-1,Cluster 1,0,37.67
niaepano-1,Cluster 6,0,54.21
nhfocphj-1,Cluster 3,0,36.02
nhgjchdh-1,Cluster 2,0,124.19
nhgldpfj-1,Cluster 6,0,64.31
clobfeal-1,Cluster 1,0,61.90
clobmjpe-1,Cluster 2,0,71.24
nhngiabj-1,Cluster 6,0,55.08
nhnbijan-1,Cluster 1,0,19.65
nhnbojnb-1,Cluster 3,0,26.84
clogjknk-1,Cluster 2,0,104.93
nhnedjgc-1,Cluster 1,0,17.46
nhnfenie-1,Cluster 1,0,27.97
clobkpkl-1,Cluster 2,0,72.70
nhpihgop-1,Cluster 6,0,53.48
clobllke-1,Cluster 2,0,89.65
nhnconmp-1,Cluster 3,0,33.64
cmgbkbhf-1,Cluster 2,0,76.07
cmfojcjg-1,Cluster 2,0,60.66
nhgfaijh-1,Cluster 1,0,22.51
cmfkdjmg-1,Cluster 1,0,37.67
nhgolefg-1,Cluster 6,0,28.97
nhgnfeji-1,Cluster 3,0,54.09
nhgmaehn-1,Cluster 1,0,46.86
nhgnlebg-1,Cluster 3,0,54.25
nhgogmpd-1,Cluster 6,0,47.55
nhgmomhj-1,Cluster 6,0,46.33
nhgncdjg-1,Cluster 3,0,24.67
nhgldkmi-1,Cluster 6,0,57.25
nhgkaboj-1,Cluster 1,0,28.45
clobepkf-1,Cluster 2,0,134.26
nhnbhhid-1,Cluster 1,0,13.15
cmjhojgk-1,Cluster 2,0,127.37
clnoklak-1,Cluster 2,0,29.39
cloafjpf-1,Cluster 2,0,121.08
clnpjkpo-1,Cluster 2,0,22.15
cloacjhf-1,Cluster 1,0,37.39
njlappll-1,Cluster 3,0,24.65
clofobmm-1,Cluster 2,0,73.83
clnopach-1,Cluster 2,0,80.43
clnpckmn-1,Cluster 2,0,61.51
clnneoid-1,Cluster 1,0,32.99
cmjieoka-1,Cluster 2,0,71.00
cloamcjd-1,Cluster 1,0,45.85
cmfjoiji-1,Cluster 2,0,41.58
cmfjgpdj-1,Cluster 2,0,125.44
nhfodblp-1,Cluster 6,0,38.53
cmfhpcfc-1,Cluster 2,0,98.05
cmffkcbl-1,Cluster 2,0,99.89
nhfociea-1,Cluster 1,0,38.30
cmjacfjj-1,Cluster 2,0,90.53
cmjfinjh-1,Cluster 2,0,116.00
njkkdmck-1,Cluster 3,0,43.40
cmjfaoco-1,Cluster 2,0,179.18
njkjpgnh-1,Cluster 6,0,45.62
oibjgagn-1,Cluster 3,0,19.62
njjjhhjb-1,Cluster 1,0,9.71
cfeplbop-1,Cluster 2,0,32.20
cdbkdmfe-1,Cluster 1,0,27.71
njiicnbe-1,Cluster 1,0,25.61
ccooojgi-1,Cluster 1,0,37.70
cconmaoc-1,Cluster 1,0,39.77
njihkcan-1,Cluster 1,0,7.95
njindgbk-1,Cluster 1,0,33.59
njdhdjdl-1,Cluster 1,0,49.32
ccojoghl-1,Cluster 1,0,37.05
njimnpgb-1,Cluster 1,0,12.55
ccomiclk-1,Cluster 1,0,56.02
ccooakal-1,Cluster 1,0,33.77
njimkhpe-1,Cluster 1,0,6.86
njdhjcdo-1,Cluster 2,0,91.26
ccpackfl-1,Cluster 1,0,40.49
ccopaimi-1,Cluster 1,0,65.86
njdhlloi-1,Cluster 1,0,43.40
cddbnglc-1,Cluster 1,0,41.63
cdcmpiip-1,Cluster 1,0,17.92
cdcmdhkm-1,Cluster 1,0,19.52
njiidmme-1,Cluster 1,0,35.27
cddbckep-1,Cluster 1,0,39.51
cdckfgba-1,Cluster 1,0,23.15
njjcohfb-1,Cluster 1,0,56.78
cdbkdmni-1,Cluster 1,0,25.90
cddckdin-1,Cluster 1,0,41.86
cddceoig-1,Cluster 2,0,51.93
njimkamj-1,Cluster 1,0,8.71
ccokgeli-1,Cluster 1,0,21.46
ccofgeej-1,Cluster 1,0,41.69
cfgdbccj-1,Cluster 1,0,37.42
njiiddic-1,Cluster 3,0,54.58
cfgbpdbo-1,Cluster 1,0,19.70
njedmije-1,Cluster 1,0,37.56
cffokiao-1,Cluster 1,0,49.13
njeciail-1,Cluster 1,0,13.74
njedbhdm-1,Cluster 1,0,55.77
cffokjko-1,Cluster 1,0,47.15
ccpbpmch-1,Cluster 1,0,38.78
njecebbc-1,Cluster 1,0,30.25
ccpalkha-1,Cluster 1,0,55.49
njedneji-1,Cluster 1,0,14.15
cfgaejlk-1,Cluster 1,0,36.12
ccpaklen-1,Cluster 1,0,49.06
cffdihbj-1,Cluster 1,0,31.20
cffcepmm-1,Cluster 1,0,24.54
njjcmafn-1,Cluster 3,0,58.71
njjcpoeh-1,Cluster 2,0,60.84
cffbjabl-1,Cluster 1,0,36.42
njiiedke-1,Cluster 2,0,24.92
cffaomni-1,Cluster 2,0,119.22
ccolhfgn-1,Cluster 1,0,42.36
ccolafph-1,Cluster 1,0,43.34
njiifofe-1,Cluster 1,0,30.35
ccolnjoa-1,Cluster 1,0,24.07
njihjhak-1,Cluster 3,0,56.96
ccomfpnd-1,Cluster 1,0,28.93
njjbabea-1,Cluster 2,0,49.40
cfkhephi-1,Cluster 1,0,23.12
cdcgpfhe-1,Cluster 1,0,39.36
cdcejohb-1,Cluster 1,0,29.64
cdckecac-1,Cluster 1,0,37.23
cdcejgjl-1,Cluster 2,0,24.23
niafgknk-1,Cluster 1,0,4.81
cdbemkle-1,Cluster 1,0,17.62
niafekkk-1,Cluster 1,0,5.87
cdcdhjli-1,Cluster 2,0,49.19
cdbkmjjl-1,Cluster 1,0,20.05
cdbgobcb-1,Cluster 1,0,25.46
njioemgd-1,Cluster 2,0,23.57
cdblfpnj-1,Cluster 1,0,28.85
cdbkijpf-1,Cluster 1,0,24.40
njjhocjo-1,Cluster 2,0,46.38
cfkjoabh-1,Cluster 2,0,60.26
cfkbjdmj-1,Cluster 2,0,58.04
cfkkgllh-1,Cluster 1,0,42.98
njjhehbo-1,Cluster 7,0,28.00
cfkkjlih-1,Cluster 2,0,69.18
cfkdhkan-1,Cluster 1,0,21.98
cfjpodmp-1,Cluster 2,0,63.16
cfkceldm-1,Cluster 2,0,44.25
cfkgkcmf-1,Cluster 1,0,38.93
cfkikaom-1,Cluster 1,0,28.59
cfkjagab-1,Cluster 1,0,25.64
cfkhoibf-1,Cluster 1,0,33.30
cfkacdgm-1,Cluster 2,0,49.35
njjedigf-1,Cluster 1,0,112.31
njjenmpd-1,Cluster 1,0,32.56
cfkpbmlc-1,Cluster 1,0,16.60
cfffnoie-1,Cluster 2,0,21.10
cffghdmp-1,Cluster 2,0,60.97
njipblcl-1,Cluster 1,0,29.59
njipcpmk-1,Cluster 1,0,51.38
cfffahpg-1,Cluster 2,0,28.34
njjdbanf-1,Cluster 1,0,44.55
cffbfgpe-1,Cluster 1,0,51.37
njjdbipa-1,Cluster 6,0,44.97
cfepfedn-1,Cluster 1,0,54.63
njjbgonf-1,Cluster 1,0,18.67
njjecbcd-1,Cluster 5,0,24.42
njjlbpha-1,Cluster 1,0,44.56
njjikkkl-1,Cluster 3,0,56.64
njjicdpi-1,Cluster 3,0,37.58
cfjpbngc-1,Cluster 1,0,19.80
njjkmjbb-1,Cluster 1,0,13.44
njjdhobo-1,Cluster 6,0,42.45
njjlanbg-1,Cluster 6,0,21.58
cfkapjjo-1,Cluster 1,0,30.64
cfkaaiib-1,Cluster 7,0,47.23
cfkaoinf-1,Cluster 2,0,67.98
cfkpghdf-1,Cluster 2,0,37.26
cfeoikjd-1,Cluster 1,0,43.27
cfflccnf-1,Cluster 2,0,83.88
njgnebhm-1,Cluster 1,0,31.87
cfflmlfd-1,Cluster 1,0,52.45
cffojjec-1,Cluster 2,0,61.20
njdpbcia-1,Cluster 1,0,18.94
cffojmgo-1,Cluster 1,0,51.59
njdnbkil-1,Cluster 1,0,16.94
cfgcilcd-1,Cluster 1,0,63.65
njdmhfaf-1,Cluster 1,0,30.27
njdmllcg-1,Cluster 1,0,48.21
cffondnp-1,Cluster 1,0,59.56
njdmmcoe-1,Cluster 1,0,33.13
cffnmmpi-1,Cluster 1,0,36.09
njdpgnod-1,Cluster 1,0,85.41
cfgappfp-1,Cluster 2,0,39.42
njgjhldo-1,Cluster 1,0,13.20
cfhcfpne-1,Cluster 2,0,45.95
cfepjcjb-1,Cluster 2,0,91.53
cfeoofee-1,Cluster 2,0,37.81
cfhcojbf-1,Cluster 2,0,43.19
cfhbgpfp-1,Cluster 1,0,26.54
cfeoldil-1,Cluster 1,0,79.17
cfgbonpc-1,Cluster 1,0,35.88
njgjiccj-1,Cluster 1,0,52.47
cfeogaak-1,Cluster 1,0,48.01
cfhaoida-1,Cluster 1,0,23.94
njgjcicc-1,Cluster 6,0,51.08
njgigmop-1,Cluster 3,0,46.20
njgmgcfc-1,Cluster 3,0,57.73
cfdbbkam-1,Cluster 1,0,28.32
njdkjnln-1,Cluster 1,0,7.32
cfdaejnm-1,Cluster 1,0,48.82
njdlddao-1,Cluster 3,0,26.80
njdljbjf-1,Cluster 6,0,20.99
cfdccddh-1,Cluster 1,0,31.81
cfdboaak-1,Cluster 2,0,37.34
njdlmllo-1,Cluster 3,0,62.52
njepahlf-1,Cluster 1,0,28.96
cfdckkoj-1,Cluster 2,0,30.18
njenimho-1,Cluster 1,0,27.51
cfdggfeo-1,Cluster 2,0,41.73
njdpobcm-1,Cluster 6,0,52.84
cfgpkomm-1,Cluster 1,0,25.46
cfempidp-1,Cluster 1,0,33.93
cfgoogfl-1,Cluster 2,0,98.27
cfhefbfh-1,Cluster 2,0,85.47
cfhaghkf-1,Cluster 1,0,28.18
cfhenhko-1,Cluster 2,0,41.70
cffjgied-1,Cluster 2,0,57.06
njgoagjf-1,Cluster 6,0,72.22
cfhefagd-1,Cluster 2,0,50.52
njgognbd-1,Cluster 7,0,23.31
cfhfcihf-1,Cluster 2,0,78.84
cffldddm-1,Cluster 1,0,39.12
njkaobie-1,Cluster 6,0,17.40
cfficoek-1,Cluster 2,0,19.22
cfeohhfm-1,Cluster 1,0,35.97
cffffmbe-1,Cluster 1,0,15.15
cffflgnd-1,Cluster 1,0,27.08
cffepnec-1,Cluster 2,0,19.70
cffimhoj-1,Cluster 2,0,55.75
cfffmdno-1,Cluster 2,0,113.49
cffepbkn-1,Cluster 2,0,52.56
cfknkelp-1,Cluster 1,0,52.85
cfhhccbm-1,Cluster 1,0,36.58
njgpncdf-1,Cluster 2,0,49.49
cffehlgc-1,Cluster 1,0,24.96
cfhhffnn-1,Cluster 2,0,31.87
cfeocfan-1,Cluster 1,0,19.85
cflcakcn-1,Cluster 2,0,77.93
njkbhlcc-1,Cluster 6,0,55.57
cflcegin-1,Cluster 2,0,26.62
cflbfaaj-1,Cluster 1,0,22.78
cbnnoibo-1,Cluster 2,0,33.83
cflalajm-1,Cluster 2,0,42.93
cbnpmhhg-1,Cluster 2,0,54.39
cflcceln-1,Cluster 2,0,54.94
njjpepda-1,Cluster 1,0,9.30
njkacpfo-1,Cluster 3,0,29.65
cfkpnhch-1,Cluster 2,0,68.91
cflaehhh-1,Cluster 1,0,25.30
cflaadhi-1,Cluster 1,0,19.54
njkdbhhm-1,Cluster 3,0,47.11
njkdkljb-1,Cluster 1,0,55.73
njkblnlb-1,Cluster 2,0,24.18
njkcjkbf-1,Cluster 1,0,42.54
njgpogdf-1,Cluster 1,0,21.28
cfledcff-1,Cluster 2,0,44.41
cfhhaban-1,Cluster 2,0,52.90
cfleoglj-1,Cluster 2,0,109.09
cfhjjbjb-1,Cluster 2,0,39.01
cfhlledf-1,Cluster 2,0,91.19
cfhgeigb-1,Cluster 1,0,28.05
cfhjgbeb-1,Cluster 2,0,48.14
cfhkgedo-1,Cluster 2,0,94.44
cfhaffap-1,Cluster 2,0,47.03
njjlfkmg-1,Cluster 2,0,57.48
cflphgfj-1,Cluster 2,0,120.88
cflnodoh-1,Cluster 1,0,41.51
cfklpaeh-1,Cluster 1,0,30.74
cfkmilie-1,Cluster 2,0,25.21
cfknahbg-1,Cluster 1,0,33.09
njkghipc-1,Cluster 1,0,10.21
njkfkpja-1,Cluster 6,0,47.40
njkdjhem-1,Cluster 6,0,52.47
njkcjieo-1,Cluster 3,0,9.71
njjojjkd-1,Cluster 6,0,33.35
njjpbgmo-1,Cluster 1,0,16.69
cminingb-1,Cluster 2,0,77.68
cmkcdinl-1,Cluster 2,0,113.53
njjhjiia-1,Cluster 3,0,22.50
cmkkdcoi-1,Cluster 2,0,52.03
cbonfpdg-1,Cluster 2,0,73.08
cboipike-1,Cluster 2,0,97.67
cbonpiei-1,Cluster 2,0,64.61
cbojapgl-1,Cluster 2,0,50.96
cbogpojm-1,Cluster 2,0,86.88
cbolbgee-1,Cluster 2,0,52.96
cbolbegj-1,Cluster 1,0,37.31
cbobpdpn-1,Cluster 2,0,72.90
njjhfhkk-1,Cluster 1,0,18.63
cbomgnja-1,Cluster 2,0,43.10
cboaojcl-1,Cluster 1,0,44.17
cbomenpe-1,Cluster 2,0,60.34
nichpkmk-1,Cluster 2,0,12.39
cmkelcbe-1,Cluster 2,0,74.01
cmkehhme-1,Cluster 2,0,23.83
cmkbllmo-1,Cluster 1,0,25.57
njkpoobj-1,Cluster 1,0,49.27
njkldhnc-1,Cluster 1,0,13.04
njloomjc-1,Cluster 6,0,45.71
njkpkobo-1,Cluster 3,0,28.82
cmkgclmf-1,Cluster 2,0,127.29
cmkbmnge-1,Cluster 2,0,89.17
cmjonlpi-1,Cluster 2,0,80.64
cmkiiaee-1,Cluster 2,0,89.19
cmkkpmmi-1,Cluster 2,0,51.49
cmklkepp-1,Cluster 2,0,164.68
cmkmhopo-1,Cluster 1,0,64.72
cmlbcfai-1,Cluster 1,0,37.75
cbnneffi-1,Cluster 2,0,58.30
cbnkjgef-1,Cluster 2,0,21.93
cbnhmlok-1,Cluster 2,0,63.53
cbnlhapj-1,Cluster 2,0,30.94
cfmjelhk-1,Cluster 2,0,30.23
cbnhljig-1,Cluster 2,0,47.91
cbnicgjg-1,Cluster 2,0,58.80
cbnleeao-1,Cluster 2,0,29.46
cbnkcmho-1,Cluster 2,0,21.24
cbolkjgb-1,Cluster 1,0,26.66
cbnngikn-1,Cluster 2,0,29.15
cbomamop-1,Cluster 2,0,88.08
cmkpdoge-1,Cluster 2,0,91.68
cmkckpmb-1,Cluster 2,0,94.36
njkldfmf-1,Cluster 1,0,32.83
njkpfejf-1,Cluster 3,0,31.09
cmkpdlii-1,Cluster 1,0,44.52
cmldjipe-1,Cluster 2,0,152.08
cmlapeom-1,Cluster 2,0,50.59
njknnblo-1,Cluster 3,0,26.97
cmlbpgog-1,Cluster 2,0,83.33
njlaaddf-1,Cluster 3,0,61.25
cbnhioml-1,Cluster 2,0,75.90
cmlaibji-1,Cluster 1,0,31.20
cmlbggjl-1,Cluster 2,0,61.06
cmhbmcii-1,Cluster 1,0,22.39
cmipebpc-1,Cluster 2,0,22.39
cmjjlkgf-1,Cluster 2,0,95.74
cmjkgkcp-1,Cluster 2,0,105.88
cmjgcmdi-1,Cluster 2,0,89.58
cmjejagn-1,Cluster 2,0,86.99
cmjfogoi-1,Cluster 2,0,33.35
clnnekko-1,Cluster 2,0,72.07
clnnamhj-1,Cluster 2,0,30.50
cmjppglp-1,Cluster 2,0,59.07
cmjphglk-1,Cluster 2,0,33.95
clnmgonm-1,Cluster 2,0,56.22
njmgifaa-1,Cluster 2,0,40.68
njmfpafg-1,Cluster 1,0,9.55
clnmopmg-1,Cluster 1,0,31.55
cmglghon-1,Cluster 1,0,38.97
cmipblhe-1,Cluster 2,0,64.86
cmhbecep-1,Cluster 2,0,20.58
cmffpgfi-1,Cluster 2,0,99.27
njfjgedd-1,Cluster 3,0,31.63
cmipijhi-1,Cluster 2,0,100.91
njfnjbfe-1,Cluster 6,0,53.89
cmjaiico-1,Cluster 2,0,47.29
cmgofcah-1,Cluster 2,0,23.55
cmfghajj-1,Cluster 2,0,116.14
cmjdpjbo-1,Cluster 2,0,26.69
cmfgnnjg-1,Cluster 1,0,48.46
cmgogooc-1,Cluster 2,0,124.43
cmimadgf-1,Cluster 1,0,52.75
cmilpapl-1,Cluster 2,0,128.16
cmikggmf-1,Cluster 2,0,74.95
cmikhlki-1,Cluster 2,0,66.11
cmjhnipb-1,Cluster 2,0,141.05
cmjjiodi-1,Cluster 2,0,143.14
njlcgiig-1,Cluster 1,0,18.29
njlcjpgh-1,Cluster 1,0,18.78
cmmhkade-1,Cluster 2,0,46.45
njmffknh-1,Cluster 2,0,83.31
njmfmemm-1,Cluster 1,0,8.73
njlaiidk-1,Cluster 1,0,11.06
cmkadhme-1,Cluster 2,0,113.73
njmfmfbn-1,Cluster 2,0,37.62
cmgkjfee-1,Cluster 2,0,17.33
cmhbdjgi-1,Cluster 2,0,31.65
cmhbnchj-1,Cluster 1,0,25.18
cmgioggn-1,Cluster 2,0,26.15
cmhbnbjl-1,Cluster 2,0,58.68
cmhbnimc-1,Cluster 2,0,48.93
cmhcbdco-1,Cluster 2,0,35.70
cmimooke-1,Cluster 2,0,63.29
cmioldlf-1,Cluster 1,0,37.80
njfminej-1,Cluster 3,0,11.00
njfmpana-1,Cluster 6,0,27.58
njfmhbmc-1,Cluster 3,0,27.55
njlfhohp-1,Cluster 6,0,33.70
cfmbplhm-1,Cluster 2,0,25.69
njlikpmf-1,Cluster 3,0,32.36
njjmfngf-1,Cluster 6,0,28.19
cfmjoiog-1,Cluster 2,0,111.73
cfmknpel-1,Cluster 2,0,38.93
cfmijokd-1,Cluster 1,0,27.21
cfmencgb-1,Cluster 1,0,38.75
cbngdlik-1,Cluster 1,0,73.94
cbnienmp-1,Cluster 2,0,62.15
cfmfjifd-1,Cluster 1,0,35.50
cbnhakmn-1,Cluster 2,0,43.01
cbnopioc-1,Cluster 2,0,65.67
cbngonlk-1,Cluster 2,0,78.37
cfmamlne-1,Cluster 2,0,37.76
cbnminmb-1,Cluster 2,0,29.71
cmlbggfl-1,Cluster 2,0,255.75
cmmjjlpb-1,Cluster 2,0,122.87
cmkebppd-1,Cluster 2,0,97.76
cmkdbbfo-1,Cluster 2,0,120.18
cmkmofci-1,Cluster 2,0,132.21
cmmghlpa-1,Cluster 2,0,143.17
cmkpldnn-1,Cluster 2,0,46.13
cmkdfhfo-1,Cluster 1,0,38.80
njlbjnoo-1,Cluster 2,0,29.17
cmlefggh-1,Cluster 2,0,67.64
njlikicp-1,Cluster 3,0,53.72
njljifad-1,Cluster 1,0,42.29
cfmfmdbc-1,Cluster 2,0,47.87
cmlbnmhd-1,Cluster 2,0,211.05
cmiahbpa-1,Cluster 2,0,75.90
cfmccjjp-1,Cluster 2,0,52.32
njjldemb-1,Cluster 2,0,29.46
cfmdokan-1,Cluster 2,0,44.08
cfmaccpp-1,Cluster 2,0,73.28
cfmdjlkm-1,Cluster 2,0,96.01
cfmdbcjc-1,Cluster 2,0,62.72
cflpihkl-1,Cluster 1,0,43.49
cfmchjhk-1,Cluster 2,0,55.23
njjobmld-1,Cluster 2,0,106.30
cfmddlcp-1,Cluster 2,0,63.32
cfmdemhi-1,Cluster 2,0,81.57
cfloaabh-1,Cluster 2,0,31.03
cmjlgccl-1,Cluster 2,0,78.66
cmmjpmco-1,Cluster 2,0,119.51
cmmkgcji-1,Cluster 2,0,62.95
njlennch-1,Cluster 1,0,27.42
cmmjoaok-1,Cluster 2,0,132.89
cmjnkmgp-1,Cluster 2,0,139.19
cmjlcbfg-1,Cluster 2,0,64.43
cmibkeap-1,Cluster 2,0,82.45
cmicomki-1,Cluster 2,0,66.09
cmicojhc-1,Cluster 2,0,101.99
cmiabfdi-1,Cluster 2,0,119.62
cmibkdjg-1,Cluster 2,0,118.03
cmghmdbj-1,Cluster 2,0,54.69
cmiidbem-1,Cluster 2,0,40.74
cmihiabl-1,Cluster 2,0,59.57
cmmoaoml-1,Cluster 2,0,73.13
cmijimlj-1,Cluster 1,0,31.97
cmjgjnog-1,Cluster 1,0,54.51
njlaakbn-1,Cluster 6,0,23.70
njlaiakh-1,Cluster 3,0,23.77
cmmpbgog-1,Cluster 2,0,102.26
cmmaanoc-1,Cluster 2,0,53.73
njflofbk-1,Cluster 1,0,19.97
cmnbjkib-1,Cluster 2,0,81.92
njlcfdad-1,Cluster 2,0,52.79
cmlpgonj-1,Cluster 2,0,52.57
cmjhajka-1,Cluster 2,0,107.31
cmgjkabn-1,Cluster 2,0,50.30
cmgilhag-1,Cluster 2,0,61.79
cmgjidbe-1,Cluster 2,0,43.21
cmgkjdno-1,Cluster 2,0,33.30
cmgkfdoj-1,Cluster 2,0,51.28
cmgjcbee-1,Cluster 2,0,40.08
njfnifod-1,Cluster 2,0,37.99
cmiokinh-1,Cluster 2,0,35.14
cmlnnbnh-1,Cluster 2,0,49.57
cmlnnedp-1,Cluster 1,0,26.22
cminpmpb-1,Cluster 2,0,66.31
cmimldla-1,Cluster 2,0,34.06
cmlngblm-1,Cluster 2,0,88.00
njfnbmkj-1,Cluster 3,0,58.38
cmmbpgph-1,Cluster 2,0,85.76
cmlhfkpo-1,Cluster 2,0,53.45
cmlpdkka-1,Cluster 2,0,71.87
cmlhmohe-1,Cluster 2,0,65.38
cmndhplo-1,Cluster 2,0,26.91
cmndkjca-1,Cluster 2,0,56.34
cmnclpli-1,Cluster 2,0,122.74
njkjfgoh-1,Cluster 1,0,35.30
njlfnjap-1,Cluster 1,0,26.64
njkgihfi-1,Cluster 1,0,22.43
cmndggpe-1,Cluster 2,0,29.51
njldnmna-1,Cluster 1,0,25.87
cmndbmgn-1,Cluster 2,0,42.74
cmdlhobi-1,Cluster 1,0,21.89
cmdljkoe-1,Cluster 2,0,20.85
cmdkemhi-1,Cluster 1,0,30.82
cmdlcdpg-1,Cluster 2,0,54.99
cmdlebjb-1,Cluster 1,0,31.29
njgfmnej-1,Cluster 1,0,38.39
cmdkonek-1,Cluster 1,0,40.60
cmlmnnnb-1,Cluster 1,0,33.23
cmlidljp-1,Cluster 1,0,25.21
cmlmoafb-1,Cluster 2,0,21.47
cmllgaie-1,Cluster 2,0,58.15
cmlonlbf-1,Cluster 1,0,34.83
cofgimdp-1,Cluster 2,0,71.03
cgaplmpk-1,Cluster 2,0,43.14
cmfmpbhh-1,Cluster 2,0,63.77
chbipadh-1,Cluster 2,0,81.94
ngmfpppp-1,Cluster 1,0,17.68
ngmhhhdf-1,Cluster 1,0,39.88
cmecakgh-1,Cluster 2,0,94.95
oehepcfk-1,Cluster 1,0,25.99
cmdnmjpp-1,Cluster 2,0,62.23
nhefjpbm-1,Cluster 1,0,18.34
nhenllgf-1,Cluster 1,0,30.55
cmdppddf-1,Cluster 1,0,35.41
cmeofjjn-1,Cluster 2,0,94.76
cmeohkej-1,Cluster 1,0,28.94
cmeoipdb-1,Cluster 2,0,76.77
cmdoenbj-1,Cluster 2,0,41.12
cmeohcfk-1,Cluster 2,0,22.83
cmdogpcl-1,Cluster 2,0,53.57
oehfgcaj-1,Cluster 6,0,24.02
chamdihg-1,Cluster 1,0,37.24
chaojndg-1,Cluster 1,0,47.58
ngmjnfbp-1,Cluster 6,0,32.28
chbipnbn-1,Cluster 2,0,30.81
chambojj-1,Cluster 2,0,71.43
chanlhlh-1,Cluster 1,0,24.31
chbmifec-1,Cluster 2,0,84.57
chbicocf-1,Cluster 2,0,55.61
chbbbhhf-1,Cluster 2,0,34.14
ngmjdgfi-1,Cluster 3,0,27.52
chbijbme-1,Cluster 1,0,50.74
chamcdkj-1,Cluster 2,0,46.87
ngmgdbgh-1,Cluster 1,0,16.87
chbbjlah-1,Cluster 2,0,99.45
cmgebehb-1,Cluster 1,0,38.00
cmgfkfkd-1,Cluster 1,0,91.57
cmgfijhf-1,Cluster 2,0,82.52
cmgenano-1,Cluster 2,0,106.91
cmggcebe-1,Cluster 1,0,41.19
cmfmjjfk-1,Cluster 2,0,48.66
nhengopc-1,Cluster 3,0,12.65
cmfngmaa-1,Cluster 2,0,72.28
nheoflff-1,Cluster 1,0,13.89
cmfmedmm-1,Cluster 2,0,85.18
nhenogjf-1,Cluster 6,0,36.11
cmfnlodg-1,Cluster 2,0,63.89
nhghfopl-1,Cluster 1,0,8.38
chblmccd-1,Cluster 2,0,48.85
chbkplmk-1,Cluster 1,0,24.77
nglhamdc-1,Cluster 1,0,24.32
oehmbdfg-1,Cluster 3,0,29.96
oehklgef-1,Cluster 1,0,38.32
chbmmpjj-1,Cluster 2,0,107.10
chbdibdi-1,Cluster 1,0,37.65
chanfmgg-1,Cluster 1,0,22.72
chbcdiob-1,Cluster 2,0,92.42
chbbhehb-1,Cluster 2,0,55.64
chanpidg-1,Cluster 2,0,51.42
