#Selection name: Tumor_Enriched_Region
#Area (µm^2): 4970421.02
Cell ID,Cluster,Transcripts,Area (µm^2)
kpeadefo-1,Cluster 4,0,118.53
kpfhbnpb-1,Cluster 4,0,78.30
kpeajiod-1,Cluster 4,0,59.80
albdnpic-1,Cluster 4,0,76.97
kpdpejfl-1,Cluster 4,0,30.76
kpfejilk-1,Cluster 4,0,79.65
albdlabg-1,Cluster 4,0,55.08
kneciofh-1,Cluster 4,0,31.40
knebpabe-1,Cluster 4,0,203.99
kndonbjp-1,Cluster 4,0,22.42
lhlhbkcd-1,Cluster 5,0,30.09
konpboig-1,Cluster 4,0,74.54
koneiofo-1,Cluster 4,0,54.23
kooomcee-1,Cluster 4,0,57.49
kpakhgbj-1,Cluster 1,0,76.10
kpamjjlk-1,Cluster 1,0,18.43
kpakdmld-1,Cluster 1,0,12.99
kpaociph-1,Cluster 3,0,21.52
kpamimpo-1,Cluster 3,0,22.05
kpaialkl-1,Cluster 7,0,24.54
kpaniahn-1,Cluster 1,0,10.98
kphhmeek-1,Cluster 3,0,21.38
kphjfedb-1,Cluster 7,0,28.59
kpakjphd-1,Cluster 6,0,72.00
kphjcgcd-1,Cluster 7,0,22.89
lhnpdidb-1,Cluster 3,0,64.49
lhlcidjf-1,Cluster 3,0,72.08
lhlcemak-1,Cluster 1,0,48.35
amejefnl-1,Cluster 1,0,36.18
lhnphfcg-1,Cluster 3,0,20.89
lhlcecnl-1,Cluster 1,0,11.13
lhlcjooo-1,Cluster 3,0,46.31
lhlflmnj-1,Cluster 1,0,18.08
lhlflifi-1,Cluster 7,0,43.18
lhlfeknp-1,Cluster 3,0,33.11
koobdgfa-1,Cluster 6,0,10.10
konnncbl-1,Cluster 4,0,76.10
konpbabp-1,Cluster 4,0,61.84
amejfink-1,Cluster 1,0,68.30
ajogdjdk-1,Cluster 4,0,127.53
koollcki-1,Cluster 5,0,102.76
kongekec-1,Cluster 3,0,20.07
kpahkmmb-1,Cluster 3,0,25.58
konehocg-1,Cluster 3,0,63.72
kpahicbj-1,Cluster 3,0,23.62
konfmmad-1,Cluster 4,0,134.53
koneocnl-1,Cluster 4,0,70.78
kpahfebb-1,Cluster 3,0,21.27
koomkcep-1,Cluster 5,0,40.08
kpahdkdd-1,Cluster 3,0,46.68
kpanchlf-1,Cluster 1,0,9.51
kphminff-1,Cluster 1,0,39.39
lhjhagki-1,Cluster 3,0,21.28
lhjhadbb-1,Cluster 3,0,17.74
lhjpacpd-1,Cluster 3,0,59.97
lhljhjhj-1,Cluster 3,0,31.24
lhljgmde-1,Cluster 3,0,40.71
lhljeiog-1,Cluster 1,0,28.10
lhligika-1,Cluster 1,0,19.69
lhliopkm-1,Cluster 3,0,24.49
lhlcinfe-1,Cluster 7,0,42.83
lhljppbb-1,Cluster 1,0,50.54
lhjjjdel-1,Cluster 5,0,28.00
lhjndjok-1,Cluster 4,0,43.79
mbgmlhcc-1,Cluster 1,0,86.46
alemckjn-1,Cluster 1,0,60.21
ljnmnlem-1,Cluster 3,0,71.15
lhflpifj-1,Cluster 3,0,10.74
lhgncnof-1,Cluster 3,0,18.01
lhamadeb-1,Cluster 3,0,36.24
akcgngdp-1,Cluster 1,0,32.61
lhamfdfm-1,Cluster 1,0,22.61
lhammlci-1,Cluster 1,0,67.10
lhamniab-1,Cluster 1,0,48.82
lhamodln-1,Cluster 4,0,73.91
akcibnhj-1,Cluster 4,0,94.75
akcgokep-1,Cluster 4,0,67.57
lhefhjjo-1,Cluster 3,0,59.03
lhapclma-1,Cluster 1,0,60.75
lhakkndc-1,Cluster 4,0,55.28
lhamgjdl-1,Cluster 3,0,21.14
lhagmhpg-1,Cluster 4,0,24.21
lhcgjelg-1,Cluster 7,0,54.53
lhgenhia-1,Cluster 4,0,124.24
lhgmonlj-1,Cluster 1,0,18.19
lhgphaja-1,Cluster 4,0,83.19
lhgokkch-1,Cluster 4,0,58.34
lhfjlnjd-1,Cluster 1,0,8.87
lhgmnakn-1,Cluster 3,0,34.67
lhhbfmoi-1,Cluster 1,0,25.85
lhfllnfd-1,Cluster 1,0,19.40
lhhamcaa-1,Cluster 1,0,57.50
lhgplobp-1,Cluster 1,0,56.13
lhhakfcc-1,Cluster 1,0,16.79
lhhageof-1,Cluster 1,0,53.23
lhallkfh-1,Cluster 7,0,14.08
lhiejaop-1,Cluster 1,0,9.93
lhaekajk-1,Cluster 4,0,83.06
lhaehcpn-1,Cluster 4,0,111.31
lhabipcl-1,Cluster 3,0,27.41
lhakiphi-1,Cluster 4,0,100.69
lhadmndp-1,Cluster 1,0,15.80
akciagkp-1,Cluster 4,0,79.34
akckmmpp-1,Cluster 4,0,68.11
lhadcfpn-1,Cluster 3,0,30.91
akclboch-1,Cluster 4,0,61.08
lhanicfd-1,Cluster 3,0,17.92
lhaocjlc-1,Cluster 3,0,12.97
lhaodgnp-1,Cluster 3,0,53.33
lhaoabgj-1,Cluster 3,0,64.85
lhglmhgf-1,Cluster 3,0,32.80
lhhekfci-1,Cluster 4,0,80.02
lhheimdp-1,Cluster 4,0,48.84
lhgjljpd-1,Cluster 3,0,71.95
akcdjpjf-1,Cluster 1,0,63.70
lhgkfnde-1,Cluster 4,0,138.83
lhglladk-1,Cluster 1,0,50.59
akcggdgd-1,Cluster 4,0,74.15
lhgmnbna-1,Cluster 3,0,63.20
lhieipdn-1,Cluster 7,0,42.07
lhifbodc-1,Cluster 3,0,55.78
ohhaeldb-1,Cluster 1,0,44.36
lhidigki-1,Cluster 3,0,53.00
lipgoboi-1,Cluster 7,0,12.98
ljnbjcjb-1,Cluster 3,0,44.97
amibnmna-1,Cluster 4,0,68.67
ljmgdepj-1,Cluster 1,0,18.57
ljlbncmp-1,Cluster 1,0,8.37
ljlbldjk-1,Cluster 3,0,38.40
aljhfljc-1,Cluster 4,0,39.96
ljlcagkj-1,Cluster 4,0,68.02
lhfkicmk-1,Cluster 3,0,52.71
ljnjdhpi-1,Cluster 4,0,40.89
ljnjcaci-1,Cluster 3,0,42.21
ljlbkbjj-1,Cluster 3,0,59.06
lhflepck-1,Cluster 1,0,32.22
lhfjndhf-1,Cluster 5,0,14.62
lhheefoe-1,Cluster 3,0,29.84
ljmkbcnc-1,Cluster 1,0,8.27
ljmicoih-1,Cluster 4,0,35.09
ljmkdfph-1,Cluster 1,0,37.82
ljmedcjm-1,Cluster 3,0,27.22
aljlgkob-1,Cluster 4,0,52.64
ljmjaeoc-1,Cluster 1,0,33.51
alejfbbn-1,Cluster 4,0,26.23
ljmfeike-1,Cluster 3,0,46.02
ljmfamgl-1,Cluster 1,0,17.24
ljmkbbgg-1,Cluster 4,0,38.37
aljlmdao-1,Cluster 4,0,63.53
aljmchcd-1,Cluster 4,0,43.67
amiefhji-1,Cluster 1,0,50.45
ljmnbgkd-1,Cluster 1,0,25.26
ljngmcgl-1,Cluster 7,0,43.39
ljnfpaki-1,Cluster 3,0,91.09
ljnhacmi-1,Cluster 1,0,34.16
aljhhjcm-1,Cluster 1,0,37.24
ljobmcpg-1,Cluster 1,0,25.19
ljnclgdh-1,Cluster 1,0,28.28
ljnojfbe-1,Cluster 1,0,19.75
lhhfmghi-1,Cluster 1,0,18.67
amibnmdd-1,Cluster 4,0,51.46
ljnjfipm-1,Cluster 4,0,65.38
ljnmkmhk-1,Cluster 4,0,232.31
akcicigc-1,Cluster 1,0,35.48
lhhdlmcg-1,Cluster 4,0,56.19
lipmcnkl-1,Cluster 4,0,95.79
lipkhjii-1,Cluster 4,0,40.05
lipkhkpg-1,Cluster 3,0,43.96
lipllipo-1,Cluster 3,0,23.29
ljmengop-1,Cluster 7,0,24.43
ljmnemac-1,Cluster 1,0,16.10
ljmokkjf-1,Cluster 3,0,35.15
ljmmolod-1,Cluster 1,0,15.34
ljnaamdb-1,Cluster 3,0,41.55
ljnamhnn-1,Cluster 3,0,51.98
ljmmikdn-1,Cluster 3,0,33.32
ljmmimlo-1,Cluster 1,0,43.66
akcpabcf-1,Cluster 4,0,70.17
lhaojecc-1,Cluster 5,0,47.54
lhihmilh-1,Cluster 4,0,51.34
lhialbfp-1,Cluster 4,0,33.55
lgpnclld-1,Cluster 6,0,40.25
lhaeeafd-1,Cluster 1,0,31.28
lhicdocc-1,Cluster 6,0,92.31
lhifoobj-1,Cluster 4,0,119.62
lhidohce-1,Cluster 3,0,82.77
lhicoagg-1,Cluster 4,0,23.60
akbfdfko-1,Cluster 4,0,52.76
lhafmbgl-1,Cluster 3,0,40.97
lgppgcfh-1,Cluster 3,0,80.83
lhaakapk-1,Cluster 3,0,34.41
lhapfgen-1,Cluster 3,0,26.54
lgpnannj-1,Cluster 3,0,16.81
lhhconnk-1,Cluster 4,0,18.87
akcmidjl-1,Cluster 4,0,101.93
akcmeopf-1,Cluster 4,0,39.27
akcomjjp-1,Cluster 4,0,43.50
akcojamc-1,Cluster 4,0,22.23
lhgjjnch-1,Cluster 3,0,132.89
akcnpdoj-1,Cluster 4,0,28.79
akcfmljo-1,Cluster 4,0,78.20
akcoilgj-1,Cluster 4,0,47.78
lhichmke-1,Cluster 4,0,60.34
lhgjdikg-1,Cluster 4,0,73.96
akcobdnl-1,Cluster 4,0,23.42
akbfpmeh-1,Cluster 1,0,44.04
lhihphhp-1,Cluster 4,0,31.97
lhigobpp-1,Cluster 3,0,28.08
lhilooep-1,Cluster 3,0,104.94
lhifohmn-1,Cluster 4,0,78.52
lhigeacl-1,Cluster 3,0,17.10
lhibflpb-1,Cluster 4,0,50.22
akbgbhbn-1,Cluster 4,0,102.66
lhiaipfa-1,Cluster 1,0,84.30
lgpnjhlj-1,Cluster 3,0,65.54
lhoejbka-1,Cluster 6,0,50.69
lhoefeok-1,Cluster 3,0,72.81
lhocpkcd-1,Cluster 6,0,70.56
lhkgmbgn-1,Cluster 5,0,35.17
lhodapfe-1,Cluster 3,0,106.89
lhhcbfia-1,Cluster 6,0,53.82
lhmkpoal-1,Cluster 1,0,15.28
akclibgc-1,Cluster 1,0,47.84
akcljmfn-1,Cluster 4,0,35.14
lhmggkdd-1,Cluster 1,0,60.56
lhmigajf-1,Cluster 4,0,55.77
lhmicmej-1,Cluster 3,0,71.54
lhmilbba-1,Cluster 3,0,93.21
lhmlcmbj-1,Cluster 3,0,56.14
lhgjejna-1,Cluster 3,0,83.65
lhmlddmp-1,Cluster 3,0,53.96
lhihjmbh-1,Cluster 5,0,59.45
lhgjejkd-1,Cluster 3,0,14.38
lipmlhch-1,Cluster 6,0,27.25
amibifid-1,Cluster 4,0,31.66
amhplnch-1,Cluster 1,0,22.71
amiaeffm-1,Cluster 4,0,43.82
amicaobe-1,Cluster 1,0,24.41
ljnoeopj-1,Cluster 3,0,24.82
ljnpcdgp-1,Cluster 1,0,23.48
ljnholmd-1,Cluster 3,0,39.99
ljneiogn-1,Cluster 1,0,18.22
ljnilcmf-1,Cluster 1,0,12.60
ljnmnidg-1,Cluster 3,0,29.32
akcmboda-1,Cluster 4,0,49.86
lhhcohge-1,Cluster 1,0,25.67
ljofenom-1,Cluster 1,0,29.65
akcmmdlp-1,Cluster 4,0,35.40
lipjhbcc-1,Cluster 3,0,45.93
lipkfpdn-1,Cluster 4,0,100.60
lipkoolg-1,Cluster 4,0,59.87
lipnlloa-1,Cluster 6,0,73.26
ljoibmfa-1,Cluster 3,0,37.84
ljoidjba-1,Cluster 4,0,40.86
ljoinhai-1,Cluster 1,0,11.58
ljoibnmf-1,Cluster 1,0,36.16
amigdbbn-1,Cluster 1,0,34.66
ljmmhecj-1,Cluster 1,0,29.38
ljmlaekk-1,Cluster 1,0,33.63
ljmlpcmh-1,Cluster 1,0,74.93
ljmlbcjm-1,Cluster 3,0,47.40
amigobep-1,Cluster 4,0,132.49
amiapgej-1,Cluster 4,0,115.87
amijadcj-1,Cluster 4,0,60.08
amhnfmii-1,Cluster 7,0,94.71
amiikfof-1,Cluster 4,0,55.22
ljniomnn-1,Cluster 7,0,48.81
lhlppmbm-1,Cluster 3,0,99.55
ljofpknl-1,Cluster 3,0,27.33
ljofikmb-1,Cluster 1,0,33.26
ljnilmbd-1,Cluster 7,0,81.66
ljodfici-1,Cluster 1,0,16.66
ljnndael-1,Cluster 3,0,49.94
lhlpkphc-1,Cluster 1,0,24.30
lhmacgjg-1,Cluster 1,0,24.59
lkcmnihe-1,Cluster 6,0,31.91
lkcmonmb-1,Cluster 6,0,92.12
amiehnam-1,Cluster 1,0,37.08
lipjeeje-1,Cluster 3,0,24.08
liphbald-1,Cluster 1,0,34.50
lipjbfac-1,Cluster 1,0,23.13
lipiocmj-1,Cluster 3,0,16.42
amiffbbl-1,Cluster 1,0,22.47
lipjcmfa-1,Cluster 1,0,22.69
amigioij-1,Cluster 4,0,53.58
amiahged-1,Cluster 4,0,38.16
ljohdhlf-1,Cluster 4,0,121.03
leofdmgn-1,Cluster 3,0,30.14
lelcbncg-1,Cluster 1,0,32.91
ljgjmkng-1,Cluster 3,0,37.30
ljgbelip-1,Cluster 3,0,39.95
ljgidklc-1,Cluster 3,0,17.76
ljgikmbe-1,Cluster 3,0,18.68
ljgjgfpe-1,Cluster 3,0,31.57
lippknfa-1,Cluster 3,0,38.35
ljgllfdn-1,Cluster 3,0,18.01
ljgjgnll-1,Cluster 7,0,38.51
ljaaboke-1,Cluster 3,0,41.24
lipobmon-1,Cluster 4,0,104.26
alfjknmk-1,Cluster 4,0,71.77
alfifbgp-1,Cluster 4,0,60.19
lippfgnj-1,Cluster 3,0,33.34
ljaebjnn-1,Cluster 4,0,56.32
ljadiaja-1,Cluster 4,0,81.02
leloiklk-1,Cluster 3,0,24.33
lembjlek-1,Cluster 6,0,66.21
lelpnaem-1,Cluster 3,0,11.32
lelbegjb-1,Cluster 4,0,99.05
lemkidfo-1,Cluster 1,0,45.15
lemkdbne-1,Cluster 1,0,48.29
lemioffa-1,Cluster 3,0,29.53
lemkbede-1,Cluster 1,0,70.42
lemkjjma-1,Cluster 7,0,92.96
alfldpll-1,Cluster 1,0,61.42
alfmemoe-1,Cluster 1,0,44.75
ljgaapfa-1,Cluster 3,0,32.52
ljgbjkkk-1,Cluster 3,0,51.71
ljgmfbjf-1,Cluster 4,0,127.02
ljgnjbcp-1,Cluster 3,0,41.31
ljgfobbe-1,Cluster 1,0,23.70
liplehne-1,Cluster 3,0,30.65
lioifmoo-1,Cluster 3,0,48.44
liojlenj-1,Cluster 3,0,64.58
ljgicmei-1,Cluster 3,0,33.78
liokapci-1,Cluster 3,0,54.80
liogegeh-1,Cluster 3,0,46.11
liojjfdn-1,Cluster 1,0,35.97
liojonmi-1,Cluster 1,0,57.59
ljghfkaf-1,Cluster 3,0,27.16
alfjhcca-1,Cluster 1,0,45.63
aleldnid-1,Cluster 1,0,50.93
leldbbdk-1,Cluster 3,0,28.75
lemfbfpg-1,Cluster 1,0,36.84
lemkjkpg-1,Cluster 1,0,24.32
lelbonie-1,Cluster 1,0,28.63
lemlhfio-1,Cluster 1,0,119.55
leknmblh-1,Cluster 3,0,28.75
lemkhdhc-1,Cluster 1,0,64.47
lemejnmp-1,Cluster 3,0,32.94
lemlbdoj-1,Cluster 1,0,8.94
lemlonln-1,Cluster 4,0,50.18
lemhgibj-1,Cluster 4,0,167.79
ljgmihan-1,Cluster 3,0,97.61
ljglnnbj-1,Cluster 4,0,71.26
ohgffhmn-1,Cluster 1,0,57.95
ohgfjimb-1,Cluster 3,0,70.60
leocmoac-1,Cluster 1,0,34.48
leoebbbm-1,Cluster 7,0,51.31
lenleoeh-1,Cluster 3,0,17.93
lenkdipg-1,Cluster 1,0,39.26
lenlnhjf-1,Cluster 3,0,92.00
lenfdphd-1,Cluster 4,0,131.61
lennhmkg-1,Cluster 3,0,85.82
lempcajh-1,Cluster 3,0,118.92
lenhgmai-1,Cluster 4,0,102.19
lelehddm-1,Cluster 3,0,64.98
leodplld-1,Cluster 7,0,37.01
lempondm-1,Cluster 3,0,61.98
lelonbli-1,Cluster 6,0,98.04
lfadmpaf-1,Cluster 6,0,85.43
leppledc-1,Cluster 1,0,74.09
lfadjlol-1,Cluster 6,0,21.57
lfacjfcd-1,Cluster 1,0,33.75
lfagifbb-1,Cluster 3,0,77.97
lfaehidd-1,Cluster 6,0,39.60
lfaeofbc-1,Cluster 3,0,162.96
lfaeiceo-1,Cluster 6,0,69.02
lfabandg-1,Cluster 3,0,116.30
leoekaoi-1,Cluster 3,0,82.60
leogelpm-1,Cluster 3,0,37.75
leodoejl-1,Cluster 3,0,24.01
leodgmpl-1,Cluster 1,0,38.25
bbanlcen-1,Cluster 1,0,49.31
lenmcpmb-1,Cluster 3,0,50.29
lenmplip-1,Cluster 3,0,29.21
lenoejfa-1,Cluster 3,0,7.80
lenmacde-1,Cluster 3,0,35.66
lelclaoj-1,Cluster 7,0,56.28
lemponmk-1,Cluster 3,0,83.00
lenneacm-1,Cluster 3,0,92.80
lemnpfpe-1,Cluster 3,0,69.46
lempdchb-1,Cluster 3,0,76.55
lenacjgh-1,Cluster 3,0,70.62
lelfcgah-1,Cluster 5,0,152.47
lemnajga-1,Cluster 3,0,54.97
leldjgia-1,Cluster 3,0,37.73
bbgbjoji-1,Cluster 1,0,67.68
lfbjmkhp-1,Cluster 6,0,53.59
lfbnkicb-1,Cluster 3,0,68.84
lfbnccho-1,Cluster 6,0,38.64
lfbmcdel-1,Cluster 3,0,61.77
ohggokca-1,Cluster 3,0,44.60
lfbkijli-1,Cluster 3,0,22.25
leofjhnd-1,Cluster 3,0,72.58
leoglfdc-1,Cluster 3,0,96.58
leogfkdn-1,Cluster 3,0,68.25
leofhlkm-1,Cluster 1,0,82.84
leofgldo-1,Cluster 3,0,23.21
lobjdlpe-1,Cluster 1,0,7.25
lekjgmhl-1,Cluster 4,0,138.81
lkdhcepd-1,Cluster 7,0,71.93
ljgnlimj-1,Cluster 1,0,51.67
ljgpgkce-1,Cluster 3,0,14.01
ljgplokg-1,Cluster 3,0,78.62
lioklbcf-1,Cluster 3,0,41.38
liohakln-1,Cluster 3,0,19.44
amjjfpnp-1,Cluster 1,0,29.26
liokcobc-1,Cluster 3,0,30.67
lipmcbki-1,Cluster 1,0,23.44
liolllfn-1,Cluster 7,0,31.05
liomdiff-1,Cluster 7,0,35.64
liomgcop-1,Cluster 1,0,20.67
alelnmmb-1,Cluster 4,0,84.84
aleinmlk-1,Cluster 4,0,103.37
leknknec-1,Cluster 3,0,39.65
lekmoflh-1,Cluster 1,0,88.06
lenamman-1,Cluster 4,0,140.12
lekmnkmp-1,Cluster 1,0,68.73
leknhipp-1,Cluster 1,0,52.74
lekmmohb-1,Cluster 1,0,34.47
leklfbih-1,Cluster 3,0,133.58
lemmlbdp-1,Cluster 4,0,123.76
ammfbfdn-1,Cluster 4,0,190.12
lemelkkl-1,Cluster 4,0,135.87
lemechcb-1,Cluster 1,0,75.33
lemeocjc-1,Cluster 3,0,45.65
ljgolidm-1,Cluster 3,0,54.61
ammfppah-1,Cluster 4,0,91.22
lodpoljp-1,Cluster 3,0,26.97
ammfhoak-1,Cluster 4,0,92.19
lodolnjn-1,Cluster 3,0,17.78
lkdibmda-1,Cluster 4,0,121.15
lkdkobln-1,Cluster 1,0,45.78
lkdhpgjk-1,Cluster 1,0,9.34
lkdlenji-1,Cluster 3,0,48.81
lkcldnll-1,Cluster 7,0,31.48
ohhgonfn-1,Cluster 3,0,129.88
lipoalak-1,Cluster 3,0,29.61
lipihjdl-1,Cluster 3,0,18.50
liomcdlc-1,Cluster 1,0,57.83
lipnjdbj-1,Cluster 3,0,17.79
amocdgjo-1,Cluster 4,0,51.07
lobfjbeo-1,Cluster 4,0,28.63
lobhbjaf-1,Cluster 1,0,34.34
lobjbplc-1,Cluster 4,0,55.61
lobmmofm-1,Cluster 4,0,29.80
lobipokp-1,Cluster 1,0,22.01
lobeodco-1,Cluster 4,0,45.89
loblgcio-1,Cluster 4,0,179.23
loblcell-1,Cluster 6,0,65.40
lodopmfd-1,Cluster 3,0,29.04
loeabnde-1,Cluster 3,0,89.40
lodogejb-1,Cluster 6,0,69.33
mbhemjdj-1,Cluster 3,0,55.66
lenncdjm-1,Cluster 1,0,75.82
ohgeiedg-1,Cluster 3,0,9.14
lenimmlf-1,Cluster 1,0,23.66
lenlogfc-1,Cluster 1,0,104.11
bbapjffh-1,Cluster 4,0,114.41
lenbdlhf-1,Cluster 1,0,54.23
bbanmldd-1,Cluster 4,0,116.66
lemmcepb-1,Cluster 1,0,8.77
bbapcmkp-1,Cluster 1,0,43.45
lemmdmmn-1,Cluster 4,0,81.55
lenbakjl-1,Cluster 3,0,81.18
lemnaeac-1,Cluster 4,0,58.45
lenbekpp-1,Cluster 4,0,26.01
lemmbgei-1,Cluster 4,0,89.76
lfbhadbi-1,Cluster 6,0,44.32
bbgbloga-1,Cluster 4,0,83.57
bbgbjjph-1,Cluster 4,0,150.51
lfbhogbo-1,Cluster 3,0,20.59
leokflpj-1,Cluster 1,0,42.97
lfbgpebh-1,Cluster 6,0,114.29
leoieegc-1,Cluster 6,0,61.85
lfbjaofc-1,Cluster 3,0,18.85
ohgfldka-1,Cluster 1,0,28.57
leojlofe-1,Cluster 6,0,37.30
leoimlkm-1,Cluster 1,0,37.08
lenijbkd-1,Cluster 1,0,38.42
lenjheag-1,Cluster 4,0,92.86
mbhbbekl-1,Cluster 1,0,77.91
mbgphccp-1,Cluster 1,0,38.73
mbhafpoa-1,Cluster 6,0,74.46
loangdlp-1,Cluster 1,0,23.04
loaihnop-1,Cluster 7,0,94.93
loaehied-1,Cluster 4,0,40.15
loaedena-1,Cluster 4,0,96.37
loadfmab-1,Cluster 4,0,92.53
amoakdnj-1,Cluster 4,0,145.98
amobmjbp-1,Cluster 1,0,32.09
bbancneh-1,Cluster 4,0,205.08
loafjalk-1,Cluster 3,0,110.27
lobjjmno-1,Cluster 4,0,24.39
loagomed-1,Cluster 1,0,68.22
ohjgjpia-1,Cluster 7,0,15.26
mbhjaghe-1,Cluster 4,0,118.18
mbgnhcpj-1,Cluster 4,0,67.73
mbgnihlc-1,Cluster 1,0,45.74
mbhfehhb-1,Cluster 1,0,28.00
mbhnbcmh-1,Cluster 3,0,37.29
mbhjhenc-1,Cluster 3,0,46.73
mbhmnkne-1,Cluster 6,0,74.44
loanfadc-1,Cluster 1,0,29.48
mbhbaicc-1,Cluster 6,0,97.71
mbhfcfmi-1,Cluster 3,0,17.47
mbhdbfbd-1,Cluster 1,0,19.71
liogglln-1,Cluster 1,0,72.33
lkclghck-1,Cluster 3,0,87.34
lhnfoicc-1,Cluster 1,0,20.25
ohhbkbbk-1,Cluster 5,0,108.50
lhjbkagj-1,Cluster 3,0,35.48
lhiijahb-1,Cluster 6,0,67.88
lhinnmgd-1,Cluster 5,0,39.16
lhikppgg-1,Cluster 1,0,79.68
lhikfcei-1,Cluster 5,0,192.97
lhnpnheh-1,Cluster 4,0,116.19
lhnmifel-1,Cluster 1,0,26.31
lhoeekim-1,Cluster 6,0,44.80
lhohicci-1,Cluster 3,0,46.96
lhoganpp-1,Cluster 6,0,129.99
lhofibam-1,Cluster 3,0,54.75
lhnpkalk-1,Cluster 5,0,82.74
lhohegnj-1,Cluster 7,0,79.51
lhodogag-1,Cluster 6,0,84.04
lhmcpbff-1,Cluster 3,0,14.58
lhmlabec-1,Cluster 1,0,28.53
lhmmmgig-1,Cluster 7,0,22.24
lhmhhoep-1,Cluster 3,0,61.48
lhmibbpb-1,Cluster 3,0,30.89
lhmfbbme-1,Cluster 3,0,72.39
lhmpnddl-1,Cluster 3,0,69.47
lhmpiaei-1,Cluster 1,0,75.76
lhillbgb-1,Cluster 1,0,37.60
lhjadgik-1,Cluster 5,0,39.76
lhmlhcpl-1,Cluster 7,0,61.30
lhimfmcj-1,Cluster 3,0,52.35
lhimnoca-1,Cluster 1,0,40.46
akbhgmnk-1,Cluster 3,0,55.00
lhjgbmgb-1,Cluster 4,0,64.29
lhjapphh-1,Cluster 3,0,43.95
lhiijgnb-1,Cluster 3,0,57.22
lhjenjkp-1,Cluster 5,0,139.39
lhjdbnbn-1,Cluster 3,0,48.41
lhjegljc-1,Cluster 6,0,69.38
lhilfnaf-1,Cluster 6,0,80.39
lhihpokf-1,Cluster 6,0,44.78
lhohjkje-1,Cluster 4,0,77.24
lhoaohch-1,Cluster 5,0,85.39
lhoiepaa-1,Cluster 4,0,61.86
akbgnpfb-1,Cluster 4,0,48.75
lhoglpce-1,Cluster 4,0,118.42
lhmbhmfd-1,Cluster 3,0,17.77
lhmngpea-1,Cluster 3,0,17.54
lhnadekm-1,Cluster 3,0,22.61
lhnbmfee-1,Cluster 1,0,58.41
akbeigbd-1,Cluster 4,0,156.20
lhjbhgnb-1,Cluster 3,0,41.93
lhmnjkem-1,Cluster 3,0,64.68
lhmpjljl-1,Cluster 3,0,30.47
lhnbdkmd-1,Cluster 1,0,8.38
lhmogaod-1,Cluster 3,0,40.58
lhmpicln-1,Cluster 1,0,41.54
lhmpchle-1,Cluster 1,0,51.94
lhjfoplj-1,Cluster 4,0,24.70
lkcpdjhf-1,Cluster 1,0,43.17
amihlijb-1,Cluster 4,0,88.20
amikmonm-1,Cluster 4,0,45.33
amijpbmb-1,Cluster 4,0,74.82
ljmkihdi-1,Cluster 4,0,131.52
amiknoen-1,Cluster 4,0,22.11
amimnkld-1,Cluster 4,0,54.24
amineohi-1,Cluster 4,0,26.67
aminagfh-1,Cluster 4,0,114.55
aminofek-1,Cluster 4,0,37.06
akbddfne-1,Cluster 4,0,78.96
akbdcpco-1,Cluster 4,0,44.29
akbcjbao-1,Cluster 4,0,154.66
lhmchfoh-1,Cluster 3,0,32.55
akbcloel-1,Cluster 4,0,48.15
ljpdpide-1,Cluster 3,0,71.96
lkckhlcb-1,Cluster 3,0,57.59
ljogejif-1,Cluster 7,0,21.58
lionnpkk-1,Cluster 3,0,83.96
lkcmjkep-1,Cluster 6,0,73.74
lkcnnhmh-1,Cluster 1,0,32.91
lionbpfm-1,Cluster 1,0,49.93
ljogaiop-1,Cluster 3,0,29.43
ljphokaa-1,Cluster 3,0,16.96
ljogaamd-1,Cluster 3,0,16.78
ljogpnkn-1,Cluster 7,0,10.86
ljpjlcip-1,Cluster 3,0,63.04
amijjpji-1,Cluster 4,0,102.84
ljpjnobb-1,Cluster 6,0,49.00
ljpigbfa-1,Cluster 6,0,22.39
ljpkjmpn-1,Cluster 6,0,91.76
ljpmfcmk-1,Cluster 3,0,53.38
ljplmifi-1,Cluster 3,0,21.37
ljplpefm-1,Cluster 3,0,38.20
ljpppohi-1,Cluster 3,0,24.95
lhnfcgfh-1,Cluster 1,0,17.06
ljpokghm-1,Cluster 1,0,43.35
lkaaenme-1,Cluster 3,0,18.58
lhnepple-1,Cluster 6,0,82.59
lhmdlfda-1,Cluster 1,0,14.59
ljpmeafj-1,Cluster 5,0,87.37
lhmcnfhg-1,Cluster 7,0,55.28
liooecnd-1,Cluster 1,0,47.08
ljpdijah-1,Cluster 1,0,34.14
lkcokooe-1,Cluster 7,0,14.30
lkcnbnie-1,Cluster 1,0,27.54
lionfinn-1,Cluster 1,0,40.81
lkchhlcc-1,Cluster 1,0,17.75
lkcibhei-1,Cluster 1,0,24.67
ljpchdbh-1,Cluster 3,0,43.22
ljpdliih-1,Cluster 1,0,35.01
ljphihmi-1,Cluster 5,0,38.89
ljpkkjjg-1,Cluster 3,0,45.47
ljpkmigi-1,Cluster 3,0,36.60
lhnelael-1,Cluster 3,0,57.26
lhlmbbcm-1,Cluster 3,0,64.65
lhjcgckh-1,Cluster 3,0,33.20
lhjgclhd-1,Cluster 4,0,113.10
lhhmnlbj-1,Cluster 3,0,61.22
lhoaeehn-1,Cluster 3,0,93.87
lhobembn-1,Cluster 1,0,61.20
lhoblkek-1,Cluster 1,0,35.53
lhoambnf-1,Cluster 1,0,37.60
