#Selection name: Tumor_Free_Left
#Area (µm^2): 2387159.80
Cell ID,Cluster,Transcripts,Area (µm^2)
ieijjked-1,Cluster 1,0,21.19
ieioglnb-1,Cluster 6,0,29.61
afealkgd-1,Cluster 1,0,52.31
afeaepgl-1,Cluster 1,0,34.20
ibdcdgco-1,Cluster 3,0,38.43
ibdbohij-1,Cluster 1,0,11.19
ibdamjlk-1,Cluster 3,0,19.85
ibdnfdgh-1,Cluster 7,0,14.68
ibdobpgd-1,Cluster 7,0,14.10
ibcjkmin-1,Cluster 5,0,28.92
ibehhnhg-1,Cluster 5,0,20.88
ibcjiijl-1,Cluster 3,0,31.17
ibekcgko-1,Cluster 5,0,34.12
ibefoplc-1,Cluster 3,0,54.21
ibfgehnc-1,Cluster 7,0,33.29
ibfcpapp-1,Cluster 1,0,8.71
ibffohpk-1,Cluster 5,0,43.51
ibenbolf-1,Cluster 7,0,16.06
ibelfohh-1,Cluster 5,0,18.21
hpldmebi-1,Cluster 3,0,24.89
hcpnejgl-1,Cluster 3,0,28.09
hplcccof-1,Cluster 5,0,39.26
hcpladhb-1,Cluster 1,0,45.99
hpjelhdc-1,Cluster 5,0,27.18
hcpnamkj-1,Cluster 3,0,45.13
hplbenof-1,Cluster 5,0,19.53
hplcoifj-1,Cluster 5,0,36.91
hppioeic-1,Cluster 3,0,21.04
ibdajnec-1,Cluster 3,0,24.92
ibdaidef-1,Cluster 1,0,35.31
ibdafjfo-1,Cluster 5,0,34.51
ibdbhmdd-1,Cluster 3,0,25.27
ibebnpgo-1,Cluster 5,0,29.59
ibediaeo-1,Cluster 6,0,51.24
ibdjpgkm-1,Cluster 7,0,11.74
ogikjadf-1,Cluster 1,0,21.69
ibemijdo-1,Cluster 3,0,33.63
ibepdcdc-1,Cluster 3,0,18.65
ibeobnbn-1,Cluster 3,0,37.10
ibfggfpn-1,Cluster 1,0,18.55
ibemmmaa-1,Cluster 1,0,21.18
ibdmgmco-1,Cluster 3,0,38.33
ibenkpgk-1,Cluster 3,0,28.57
ogiomflb-1,Cluster 1,0,142.41
icadefjc-1,Cluster 3,0,32.17
ibemopce-1,Cluster 3,0,17.25
hcpklpap-1,Cluster 3,0,29.98
ibcodmcj-1,Cluster 3,0,53.43
hcpjlnbb-1,Cluster 7,0,21.52
hdadcckn-1,Cluster 3,0,74.24
hcpjjaao-1,Cluster 3,0,51.14
afeldnnp-1,Cluster 1,0,36.74
hpleddlo-1,Cluster 5,0,21.11
hppioicp-1,Cluster 3,0,44.87
hcppbjcb-1,Cluster 3,0,27.06
ibdcdlkf-1,Cluster 3,0,47.24
ibdcbigm-1,Cluster 1,0,12.90
ibdcgnpd-1,Cluster 3,0,18.23
ibfgahkg-1,Cluster 7,0,21.20
heihcnki-1,Cluster 5,0,49.64
ieelcopd-1,Cluster 6,0,57.35
icafdcpk-1,Cluster 3,0,36.24
icakneag-1,Cluster 3,0,12.04
icahijfb-1,Cluster 5,0,47.97
icajmgkb-1,Cluster 5,0,79.70
ieipbggg-1,Cluster 1,0,48.99
ieipakof-1,Cluster 6,0,28.97
ieinlhko-1,Cluster 6,0,64.31
ogkangnk-1,Cluster 1,0,149.67
ibpcdcmp-1,Cluster 5,0,61.31
icdjjgff-1,Cluster 5,0,63.53
iegbcenn-1,Cluster 5,0,36.70
iegbidlp-1,Cluster 3,0,39.28
iboogobo-1,Cluster 5,0,54.05
ibfgjcbb-1,Cluster 1,0,24.16
ibgfbkhp-1,Cluster 3,0,26.04
ibgfbflj-1,Cluster 3,0,30.16
ibgelobe-1,Cluster 1,0,14.75
ibgfgael-1,Cluster 7,0,56.74
icabppdg-1,Cluster 3,0,28.49
ibgfhacg-1,Cluster 1,0,26.78
hekfojme-1,Cluster 7,0,27.68
icafkndj-1,Cluster 1,0,21.07
afedbabp-1,Cluster 1,0,40.72
heiibagl-1,Cluster 3,0,37.60
ieejjldc-1,Cluster 3,0,34.67
ieekkpck-1,Cluster 6,0,38.86
ieekgpje-1,Cluster 6,0,94.85
ieejnmjb-1,Cluster 3,0,35.83
ieeanpha-1,Cluster 6,0,48.98
ieeoedle-1,Cluster 6,0,82.50
icdkeoni-1,Cluster 5,0,54.04
iefphgnn-1,Cluster 3,0,99.99
iefpdbmj-1,Cluster 7,0,32.47
iegaiime-1,Cluster 7,0,57.00
icdjdnod-1,Cluster 3,0,50.25
icaghhbg-1,Cluster 6,0,78.40
icdlcjif-1,Cluster 5,0,23.87
iegbnefl-1,Cluster 5,0,70.42
ieebgmbm-1,Cluster 6,0,50.26
ieennefn-1,Cluster 6,0,39.97
ibggenjh-1,Cluster 3,0,32.66
hekgdhhm-1,Cluster 5,0,35.37
ibggcobp-1,Cluster 3,0,29.06
hekgnjng-1,Cluster 6,0,82.98
heigmjph-1,Cluster 3,0,34.46
hekghkel-1,Cluster 5,0,37.98
hekfjhab-1,Cluster 1,0,35.37
ieehjdec-1,Cluster 5,0,54.77
ibgfhedd-1,Cluster 3,0,90.87
hekghhkh-1,Cluster 5,0,44.48
hekbjoen-1,Cluster 6,0,112.39
heiiboon-1,Cluster 3,0,14.96
hekbjkjl-1,Cluster 6,0,54.56
ibgaopgf-1,Cluster 3,0,21.74
ibdpfmnc-1,Cluster 3,0,28.62
ibdcacah-1,Cluster 3,0,20.38
ibdodgcm-1,Cluster 3,0,25.33
ogilfalg-1,Unassigned,0,9.81
ogiljjcm-1,Unassigned,0,8.03
ogimcgkb-1,Unassigned,0,5.43
ibdlnhnh-1,Cluster 1,0,11.81
ogihdoma-1,Unassigned,0,9.99
ibdljnja-1,Cluster 7,0,27.86
ibdkaena-1,Cluster 3,0,34.68
ibefgnbd-1,Cluster 1,0,14.45
ibegdkkg-1,Cluster 3,0,22.86
ibegacgl-1,Cluster 1,0,17.54
ibephaie-1,Cluster 1,0,16.00
hdadodei-1,Cluster 3,0,48.20
hpjemipg-1,Cluster 1,0,76.66
hcpecfed-1,Cluster 7,0,18.54
hdadinfn-1,Cluster 3,0,30.90
hcpfcofo-1,Cluster 3,0,51.78
hcpejnap-1,Cluster 1,0,36.70
hpkmfiop-1,Cluster 3,0,47.79
hppjbjnf-1,Cluster 3,0,275.74
iaacpaml-1,Cluster 1,0,97.42
ibcobjep-1,Cluster 3,0,31.11
hppnndle-1,Cluster 3,0,31.32
hpplofhe-1,Cluster 3,0,42.03
ibcoidic-1,Cluster 3,0,52.42
iaagbgmk-1,Cluster 1,0,103.38
iaaebaif-1,Cluster 1,0,72.32
iaagpign-1,Cluster 1,0,49.30
iaahafeo-1,Cluster 3,0,25.71
iaabkelh-1,Cluster 1,0,99.38
hppmmpla-1,Cluster 3,0,35.33
ogiffhnp-1,Cluster 1,0,157.78
ibfpaepa-1,Cluster 3,0,10.91
ibdocmpn-1,Cluster 3,0,47.62
ibeapdin-1,Cluster 1,0,45.63
ibdppjjn-1,Cluster 3,0,35.57
ibdpalcf-1,Cluster 3,0,19.22
ibfocccn-1,Cluster 1,0,10.75
ibfodffm-1,Cluster 1,0,19.93
hpldepjg-1,Cluster 3,0,24.49
hcnlhchn-1,Cluster 1,0,45.82
oghohobe-1,Cluster 1,0,14.31
hdacbmpf-1,Cluster 3,0,39.55
hcnlhopn-1,Cluster 3,0,25.30
hcpdciho-1,Cluster 1,0,27.17
hpknfdip-1,Cluster 3,0,23.47
hpkmeila-1,Cluster 1,0,20.51
hpkmhpaa-1,Cluster 1,0,15.98
hpjedoeo-1,Cluster 1,0,44.25
iaagfdfj-1,Cluster 1,0,101.69
hppihnii-1,Cluster 3,0,49.87
hdkfkpgc-1,Cluster 7,0,41.27
afelmnkm-1,Cluster 7,0,40.97
heaihdip-1,Cluster 3,0,40.34
hedgknbk-1,Cluster 3,0,63.42
heahbbjl-1,Cluster 3,0,53.84
hedgmpok-1,Cluster 3,0,49.66
hedjjhoa-1,Cluster 3,0,23.10
hedlpbil-1,Cluster 3,0,14.04
hdcomdoi-1,Cluster 3,0,25.61
hdcpnpdh-1,Cluster 3,0,25.93
hddaajpo-1,Cluster 3,0,20.12
hdcmkljk-1,Cluster 3,0,32.79
hdckmmoi-1,Cluster 3,0,19.48
hdcnjhok-1,Cluster 3,0,31.98
hdcmmchn-1,Cluster 1,0,26.31
hdcmjkmn-1,Cluster 3,0,45.92
hdkflaid-1,Cluster 3,0,37.89
hdlbphag-1,Cluster 3,0,135.29
hdkkjiha-1,Cluster 3,0,50.10
hdphdihb-1,Cluster 3,0,30.39
hdphehop-1,Cluster 3,0,73.11
heaemenb-1,Cluster 3,0,29.35
hdphhkll-1,Cluster 3,0,23.70
hdplmhdp-1,Cluster 7,0,9.93
ieihljkj-1,Cluster 3,0,78.49
heaekahi-1,Cluster 3,0,26.45
hdklmdfa-1,Cluster 3,0,83.48
hedgbail-1,Cluster 1,0,28.74
afeknjng-1,Cluster 1,0,30.77
hdpjkmlc-1,Cluster 3,0,18.72
hdpdkpgj-1,Cluster 3,0,75.94
heailbpd-1,Cluster 1,0,20.60
heagdfog-1,Cluster 3,0,61.64
heakapna-1,Cluster 3,0,58.91
heaijfaf-1,Cluster 3,0,73.10
heafginb-1,Cluster 3,0,55.39
hddapokb-1,Cluster 3,0,60.44
heagdemk-1,Cluster 3,0,152.94
heakgilf-1,Cluster 3,0,67.56
heajklal-1,Cluster 1,0,25.43
hdcpecjm-1,Cluster 3,0,26.52
heagibna-1,Cluster 3,0,55.93
hddaefmh-1,Cluster 3,0,19.71
hdkefcbg-1,Cluster 3,0,61.32
hdldadae-1,Cluster 1,0,79.76
hdkngghk-1,Cluster 1,0,77.94
hdknfjih-1,Cluster 1,0,165.91
ieigpgmo-1,Cluster 6,0,16.38
hdlcgoai-1,Cluster 1,0,72.24
ieijjhgf-1,Cluster 3,0,68.34
iefgdgdb-1,Cluster 3,0,53.27
hdlbjndp-1,Cluster 1,0,53.41
iefhelpj-1,Cluster 1,0,7.46
ieffomae-1,Cluster 3,0,40.33
iefehnil-1,Cluster 1,0,78.78
iefgfimn-1,Cluster 6,0,41.40
hdkfofaj-1,Cluster 3,0,83.28
hdkgbgdb-1,Cluster 3,0,30.64
hdpghpae-1,Cluster 1,0,23.65
hdpgmham-1,Cluster 1,0,14.13
hdpcjieh-1,Cluster 3,0,81.76
hdpejgpi-1,Cluster 6,0,41.79
headdgmf-1,Cluster 3,0,55.12
hebaffcd-1,Cluster 3,0,26.39
hdpfcmlm-1,Cluster 3,0,76.49
hebdplln-1,Cluster 3,0,31.56
hebehadg-1,Cluster 3,0,36.22
heagcclc-1,Cluster 6,0,78.37
heacjgpm-1,Cluster 3,0,80.66
hdpdohad-1,Cluster 1,0,30.98
hdpfpgoc-1,Cluster 1,0,56.81
hebaoidg-1,Cluster 3,0,19.68
hebdphim-1,Cluster 3,0,51.28
hdkgmidm-1,Cluster 3,0,54.49
hdkgekai-1,Cluster 3,0,49.91
iefdlape-1,Cluster 1,0,98.21
hdkmooid-1,Cluster 1,0,61.33
iefdhpbf-1,Cluster 1,0,74.13
iefkifam-1,Cluster 1,0,49.20
hdkniahh-1,Cluster 1,0,43.05
iefeaeoc-1,Cluster 1,0,112.62
hdkohfha-1,Cluster 1,0,59.95
iefkmlkh-1,Cluster 3,0,41.71
iefmdela-1,Cluster 3,0,47.24
hdpifelm-1,Cluster 3,0,63.75
hdpgoopj-1,Cluster 3,0,95.44
iefdljil-1,Cluster 1,0,96.20
iefinama-1,Cluster 1,0,40.90
hdpkhnno-1,Cluster 1,0,35.52
hdpcchnb-1,Cluster 7,0,38.70
iefihigm-1,Cluster 1,0,72.46
hdpkfckn-1,Cluster 3,0,33.77
hdpkbigj-1,Cluster 7,0,16.75
hdpjmfkf-1,Cluster 6,0,53.38
heacelmo-1,Cluster 6,0,72.41
hebaplil-1,Cluster 3,0,47.57
heaaflcp-1,Cluster 6,0,51.90
hdpokfnl-1,Cluster 3,0,27.20
heamjcme-1,Cluster 3,0,53.51
heapdacn-1,Cluster 3,0,25.82
hdkdmgmf-1,Cluster 1,0,58.23
hdkdaacb-1,Cluster 1,0,44.86
hdlnaied-1,Cluster 1,0,76.67
hdkeccmn-1,Cluster 1,0,31.24
hdkijpgg-1,Cluster 1,0,51.57
hdkibmei-1,Cluster 1,0,63.56
hdkifdma-1,Cluster 1,0,81.13
hdkneboj-1,Cluster 1,0,134.89
hdknbfil-1,Cluster 7,0,47.56
hdkmefpo-1,Cluster 1,0,136.83
hdkikhhf-1,Cluster 1,0,83.34
iefikkcj-1,Cluster 1,0,28.24
hdkgfgge-1,Cluster 3,0,12.17
hdlindfd-1,Cluster 1,0,33.55
iefoiach-1,Cluster 1,0,62.39
ibgohnif-1,Cluster 5,0,57.31
iacffahk-1,Cluster 7,0,48.03
ibchfkjj-1,Cluster 1,0,10.40
ibgbadhk-1,Cluster 1,0,49.18
ibfoadid-1,Cluster 1,0,9.87
ibfpogli-1,Cluster 3,0,27.01
ibfppbcl-1,Cluster 5,0,53.22
ibeohblg-1,Cluster 1,0,30.24
ieealdjc-1,Cluster 6,0,51.51
ieeifede-1,Cluster 6,0,59.77
ibgdjpad-1,Cluster 1,0,24.70
ieehkgli-1,Cluster 6,0,53.32
iegadhfa-1,Cluster 5,0,26.99
ieedgbbb-1,Cluster 1,0,81.54
iegcbllj-1,Cluster 5,0,36.51
iefomdbi-1,Cluster 5,0,23.23
ieedeooa-1,Cluster 6,0,48.63
hpipfmdb-1,Cluster 3,0,39.31
iaafpmig-1,Cluster 7,0,31.57
hpipgokm-1,Cluster 1,0,26.22
iaaghfge-1,Cluster 3,0,61.16
iacfoddd-1,Cluster 3,0,31.38
iaaidllp-1,Cluster 7,0,20.52
ibcfnooh-1,Cluster 3,0,24.32
ibcgbohi-1,Cluster 3,0,17.74
ibcfjmmg-1,Cluster 3,0,21.43
ibdiildm-1,Cluster 3,0,23.15
ibcfihmd-1,Cluster 1,0,32.21
iaaginpf-1,Cluster 3,0,34.83
ibgbahkg-1,Cluster 3,0,24.55
ibgehafi-1,Cluster 5,0,66.15
ibglefel-1,Cluster 6,0,82.46
hekbkfjl-1,Cluster 5,0,27.37
iegclcnl-1,Cluster 5,0,106.97
hekbhpaf-1,Cluster 3,0,6.19
ibglpgdf-1,Cluster 1,0,40.47
iegchlih-1,Cluster 5,0,64.63
iegdahep-1,Cluster 5,0,27.16
iegciiil-1,Cluster 5,0,97.98
hekaiccg-1,Cluster 5,0,40.37
iegcgmem-1,Cluster 5,0,70.57
ibgnkpjj-1,Cluster 5,0,28.80
ibgnaihd-1,Cluster 6,0,80.85
ieeokkbf-1,Cluster 1,0,26.15
hdaeocep-1,Cluster 7,0,45.84
iaaicnhd-1,Cluster 3,0,52.19
ogigcnic-1,Cluster 1,0,137.35
iaahicae-1,Cluster 1,0,28.56
ibgbbhmd-1,Cluster 3,0,27.62
oghkdakc-1,Cluster 1,0,14.77
ibgcjchc-1,Cluster 7,0,29.41
iaaifbjj-1,Cluster 1,0,21.49
iaaiiage-1,Cluster 1,0,37.93
ibhjgfgj-1,Cluster 1,0,41.27
ibhkinin-1,Cluster 1,0,19.24
ibhjhclh-1,Cluster 3,0,26.14
ibhcbmpi-1,Cluster 3,0,11.27
hdblboja-1,Cluster 3,0,18.95
hebcaenn-1,Cluster 3,0,84.55
hebcjkap-1,Cluster 3,0,25.62
hddbdbbo-1,Cluster 3,0,38.00
heaomgkd-1,Cluster 3,0,31.41
hdciclpj-1,Cluster 1,0,5.05
heapcgao-1,Cluster 1,0,48.22
hdcinghg-1,Cluster 1,0,11.26
hcnmhalb-1,Cluster 3,0,24.89
hcnmfemc-1,Cluster 6,0,45.33
hcnnbghp-1,Cluster 3,0,26.05
hcpnjhoi-1,Cluster 6,0,86.72
hcnnhnhh-1,Cluster 3,0,27.27
hcnlfigf-1,Cluster 6,0,38.58
hcnmcdnf-1,Cluster 3,0,61.89
iefiolim-1,Cluster 1,0,80.65
hdooldmk-1,Cluster 5,0,107.16
hdoohmlm-1,Cluster 5,0,102.66
hdpbmnee-1,Cluster 6,0,78.40
hdpcglha-1,Cluster 3,0,30.48
hdpagkgo-1,Cluster 5,0,90.76
heabckic-1,Cluster 6,0,84.98
heamjmnh-1,Cluster 3,0,58.71
hdpcfkkb-1,Cluster 3,0,90.46
hdpohidm-1,Cluster 3,0,49.60
hdoppbpn-1,Cluster 3,0,52.74
heanclgd-1,Cluster 3,0,45.41
healhoim-1,Cluster 3,0,15.09
hdblkcnl-1,Cluster 3,0,19.11
hdbkpjcm-1,Cluster 5,0,34.27
hdbkhdij-1,Cluster 6,0,41.15
hdbkdbon-1,Cluster 7,0,34.44
hcobjckj-1,Cluster 6,0,28.57
affoobfk-1,Cluster 1,0,54.30
hcnplpjp-1,Cluster 6,0,48.59
hcnlejcn-1,Cluster 1,0,24.55
hdaenfki-1,Cluster 6,0,104.27
iacgfahe-1,Cluster 3,0,24.02
hcnlebco-1,Cluster 3,0,31.61
hcpnglkk-1,Cluster 6,0,47.23
hcnoncjj-1,Cluster 3,0,60.10
hdadogbb-1,Cluster 3,0,36.34
heakilae-1,Cluster 3,0,13.98
heacahpo-1,Cluster 3,0,31.13
iefojjip-1,Cluster 3,0,34.33
heabmdkn-1,Cluster 3,0,30.12
heabhlof-1,Cluster 1,0,12.48
hdoobeec-1,Cluster 3,0,86.98
heamgjcj-1,Cluster 3,0,50.33
hebclhbe-1,Cluster 3,0,25.53
hddagfcf-1,Cluster 3,0,26.87
hebdbhhg-1,Cluster 3,0,20.10
heaoeabi-1,Cluster 3,0,54.98
hdcmhfob-1,Cluster 3,0,22.53
ibefbdpp-1,Cluster 3,0,24.86
ibhlcagl-1,Cluster 1,0,42.05
ibhbldfl-1,Cluster 3,0,80.44
ibhaochh-1,Cluster 3,0,72.68
ibgpldho-1,Cluster 3,0,48.78
ieejefal-1,Cluster 7,0,32.48
hekbdnbe-1,Cluster 1,0,19.98
iegcmgce-1,Cluster 5,0,36.62
ibglpdal-1,Cluster 5,0,27.07
ieeebjne-1,Cluster 5,0,64.51
ieeenkcc-1,Cluster 1,0,46.82
ieegfnbc-1,Cluster 5,0,76.15
ieeaajbl-1,Cluster 5,0,67.33
ieedomel-1,Cluster 7,0,51.19
hejpmcli-1,Cluster 3,0,23.98
ogkafemi-1,Cluster 5,0,109.82
ibgabcmi-1,Cluster 7,0,26.42
ibeejcjp-1,Cluster 1,0,18.39
ibdojmkj-1,Cluster 3,0,30.53
ibfncafg-1,Cluster 1,0,42.05
ibeejaca-1,Cluster 1,0,18.59
ibdjdcpd-1,Cluster 3,0,23.83
ibgcogil-1,Cluster 3,0,27.08
ibgbppfi-1,Cluster 1,0,15.34
ibhigjpi-1,Cluster 1,0,36.53
ibhaejdb-1,Cluster 1,0,42.48
ibhkjbeb-1,Cluster 3,0,33.04
ibhjoddh-1,Cluster 3,0,47.70
ibggilaf-1,Cluster 3,0,30.46
ibhkckgh-1,Cluster 7,0,29.47
ieeglnlp-1,Cluster 5,0,34.54
ibggoddj-1,Cluster 6,0,60.84
ibgpaenl-1,Cluster 3,0,87.13
ibgpfgfi-1,Cluster 1,0,89.99
ibgpnaml-1,Cluster 3,0,71.87
ibghgbcn-1,Cluster 6,0,41.63
ieejhbpj-1,Cluster 1,0,14.41
ieeabgal-1,Cluster 5,0,37.54
ieeakpmd-1,Cluster 5,0,51.18
hekdfhmd-1,Cluster 7,0,22.63
ieeaicnh-1,Cluster 5,0,56.88
hekefpmn-1,Cluster 5,0,43.59
ibidambd-1,Cluster 1,0,25.83
ibdoopnh-1,Cluster 3,0,40.48
ibdooeei-1,Cluster 1,0,7.07
ibijpmol-1,Cluster 3,0,33.85
ibhhglce-1,Cluster 3,0,54.62
ibdhpdom-1,Cluster 1,0,200.09
ibeeekjc-1,Cluster 1,0,20.72
ibdoiccc-1,Cluster 1,0,13.50
ibfndmah-1,Cluster 1,0,22.08
ibhgamcg-1,Cluster 3,0,28.83
ibihahkp-1,Cluster 3,0,21.22
ibhgacmb-1,Cluster 1,0,26.83
ibhedgmi-1,Cluster 1,0,19.88
iacfekfo-1,Cluster 5,0,30.26
hdaikpen-1,Cluster 7,0,50.46
iachjnme-1,Cluster 1,0,17.40
iachaecb-1,Cluster 1,0,35.44
iacgihog-1,Cluster 7,0,22.00
iachgppa-1,Cluster 1,0,25.40
iaclcggi-1,Cluster 5,0,30.94
iaafddol-1,Cluster 5,0,29.44
iaafhcpf-1,Cluster 5,0,27.72
iaafddhc-1,Cluster 3,0,29.94
ibcfdhno-1,Cluster 1,0,15.26
ibcehabj-1,Cluster 1,0,28.76
iacnhhca-1,Cluster 1,0,42.46
iabbjhmo-1,Cluster 3,0,28.60
ibchenoa-1,Cluster 3,0,37.49
hjfhoagl-1,Cluster 3,0,37.59
hdcmhmge-1,Cluster 3,0,43.91
hdopapci-1,Cluster 3,0,56.98
iefnladb-1,Cluster 3,0,40.24
hdoomlah-1,Cluster 3,0,100.77
iefmlnnc-1,Cluster 6,0,44.10
hdbhddjk-1,Cluster 3,0,47.15
hjffhamc-1,Cluster 3,0,21.01
iefmnigf-1,Cluster 3,0,38.42
hdbikceo-1,Cluster 3,0,32.67
hdcicccd-1,Cluster 3,0,27.69
hdahinld-1,Cluster 1,0,15.22
hcpoaagg-1,Cluster 1,0,12.78
hdaidhbe-1,Cluster 3,0,40.79
hdaibhlf-1,Cluster 7,0,34.61
iabbhhan-1,Cluster 7,0,21.69
iabgjbpo-1,Cluster 7,0,30.39
hdajdflg-1,Cluster 6,0,40.76
iabcjidd-1,Cluster 3,0,11.79
hdajbjmf-1,Cluster 6,0,43.23
iabffhdk-1,Cluster 3,0,34.83
iabfkeng-1,Cluster 5,0,30.50
iabhhdol-1,Cluster 3,0,34.16
iaccdaha-1,Cluster 1,0,22.25
ibcdlkgp-1,Cluster 1,0,51.53
hdajdnmg-1,Cluster 5,0,33.69
iacedepc-1,Cluster 1,0,10.52
hjfhodja-1,Cluster 3,0,32.19
hdpamafb-1,Cluster 3,0,34.43
hjfjeece-1,Cluster 3,0,39.94
hjfimdip-1,Cluster 3,0,45.49
hdbhhfln-1,Cluster 3,0,30.87
hdbmkejk-1,Cluster 1,0,9.65
hdbhiail-1,Cluster 1,0,47.45
iefmjdid-1,Cluster 3,0,24.04
hdopalho-1,Cluster 3,0,32.19
hdopgban-1,Cluster 3,0,46.04
iefnnfki-1,Cluster 3,0,9.05
hdbnpled-1,Cluster 3,0,24.71
hdmokhkp-1,Cluster 1,0,115.82
hdlljgel-1,Cluster 1,0,72.14
hdlmngfk-1,Cluster 1,0,57.26
hdlmdpgc-1,Cluster 1,0,18.69
hdmpcnaa-1,Cluster 1,0,46.97
hdlmkfll-1,Cluster 1,0,26.95
hdmonngb-1,Cluster 1,0,95.41
hdmnnlgk-1,Cluster 1,0,83.08
hdmklcij-1,Cluster 1,0,30.64
hdmkllmj-1,Cluster 1,0,36.07
hdkiboee-1,Cluster 1,0,93.87
hdmnchbp-1,Cluster 1,0,37.99
hdmklabb-1,Cluster 1,0,75.28
affpjnan-1,Cluster 7,0,50.31
hdmnoffe-1,Cluster 1,0,137.33
affokpen-1,Cluster 7,0,22.83
afgamnep-1,Cluster 1,0,42.30
hdjpncgi-1,Cluster 6,0,53.12
afgaiioe-1,Cluster 1,0,54.40
hdkclfin-1,Cluster 1,0,41.84
hdljhbmm-1,Cluster 1,0,31.69
hdlelecb-1,Cluster 3,0,22.21
hdljhmgm-1,Cluster 3,0,40.16
hdlpefpn-1,Cluster 1,0,38.90
hdlomkbm-1,Cluster 1,0,74.34
hdmahedn-1,Cluster 1,0,48.85
hdmebfbi-1,Cluster 1,0,141.81
hdmmadpb-1,Cluster 1,0,104.09
iefoecpf-1,Cluster 3,0,58.68
hdmgpohk-1,Cluster 1,0,149.65
hdmkmcpb-1,Cluster 1,0,36.38
hdmokcln-1,Cluster 1,0,34.46
hdmkmgfn-1,Cluster 1,0,28.70
hdmgaokb-1,Cluster 1,0,101.22
hdmkfgoa-1,Cluster 1,0,27.66
hdmmokbl-1,Cluster 1,0,278.30
hdmfclln-1,Cluster 1,0,62.17
hdmlgglh-1,Cluster 1,0,55.01
hdmknail-1,Cluster 1,0,44.52
hdmjmdha-1,Cluster 1,0,45.72
hdlfllmh-1,Cluster 6,0,25.43
hdlemmhd-1,Cluster 3,0,88.82
hdmapdic-1,Cluster 1,0,48.16
hdmdplbf-1,Cluster 1,0,54.25
hdlkpmnd-1,Cluster 1,0,66.71
hdliclgn-1,Cluster 7,0,56.86
hdlmnoom-1,Cluster 1,0,92.74
hjjlkijo-1,Cluster 3,0,22.45
hdlhmoae-1,Cluster 3,0,30.62
hdlgpbhp-1,Cluster 6,0,41.35
hjegaldl-1,Cluster 3,0,41.11
hjgblgbl-1,Cluster 3,0,72.13
hjgagodm-1,Cluster 3,0,22.47
hdmeohlg-1,Cluster 1,0,35.98
hjgbfoco-1,Cluster 3,0,55.14
iefnbmgk-1,Cluster 3,0,33.18
hjfpojbl-1,Cluster 3,0,85.19
hjegoeda-1,Cluster 3,0,82.13
hdmobfha-1,Cluster 1,0,136.81
hjjodceh-1,Cluster 6,0,83.32
hjejmmai-1,Cluster 3,0,69.30
hjfpecfb-1,Cluster 1,0,27.90
hjejglnp-1,Cluster 1,0,17.15
hjelhaim-1,Cluster 3,0,28.60
hjjodfaf-1,Cluster 6,0,69.20
hjjmpfoc-1,Cluster 3,0,43.89
hjegkifm-1,Cluster 1,0,14.81
hjekflfj-1,Cluster 5,0,51.07
iaajpiob-1,Cluster 1,0,34.10
iaaiijlk-1,Cluster 1,0,32.47
ibicfgjj-1,Cluster 5,0,42.50
ibgkkeoc-1,Cluster 6,0,55.91
ibgggoaa-1,Cluster 6,0,67.26
ibgkpjgj-1,Cluster 6,0,61.82
ibidflgc-1,Cluster 5,0,58.73
hekebpok-1,Cluster 5,0,28.27
hekcmgop-1,Cluster 5,0,58.51
hekcplnp-1,Cluster 5,0,61.60
ibidbhbm-1,Cluster 5,0,44.13
hekdkghe-1,Cluster 5,0,35.58
ibhoelgm-1,Cluster 5,0,130.07
heicmfhg-1,Cluster 5,0,46.68
hjnhoagf-1,Cluster 5,0,45.19
ibhnabcj-1,Cluster 3,0,31.26
ieeaekah-1,Cluster 5,0,34.93
iabeldjk-1,Cluster 3,0,58.76
hkbcaodf-1,Cluster 3,0,22.21
ibijpnmn-1,Cluster 1,0,32.30
ibijllek-1,Cluster 3,0,42.59
ibikboaj-1,Cluster 3,0,45.49
ibikegcn-1,Cluster 5,0,71.49
ibhcmbhi-1,Cluster 1,0,24.57
ibiihgng-1,Cluster 1,0,63.89
ibfnblff-1,Cluster 1,0,30.48
ibhidjpg-1,Cluster 3,0,42.22
ibighlmn-1,Cluster 1,0,15.84
ibfoacnb-1,Cluster 1,0,33.64
ibigfeno-1,Cluster 3,0,27.46
ibihijco-1,Cluster 1,0,17.32
ibiigdjh-1,Cluster 3,0,42.57
hkaclice-1,Cluster 3,0,32.20
heenanng-1,Cluster 3,0,22.12
hehldjdc-1,Cluster 7,0,51.83
affmoecc-1,Cluster 1,0,77.31
heepmnbk-1,Cluster 3,0,29.15
heeoljah-1,Cluster 7,0,57.28
heegjfaa-1,Cluster 5,0,32.19
heeieicp-1,Cluster 7,0,14.70
heeieegm-1,Cluster 5,0,38.50
heegkgdi-1,Cluster 3,0,34.30
heefjdao-1,Cluster 6,0,94.07
ibibldll-1,Cluster 5,0,47.20
iaanafgg-1,Cluster 3,0,44.87
iaalgelk-1,Cluster 7,0,52.04
iabbbcnd-1,Cluster 6,0,46.32
hkbbkblp-1,Cluster 3,0,42.61
iaaokfkg-1,Cluster 3,0,72.63
hkbbfond-1,Cluster 3,0,18.82
iaakkgdf-1,Cluster 3,0,44.63
ibimkpoe-1,Cluster 6,0,26.12
ibilmjak-1,Cluster 3,0,75.42
ibilmbno-1,Cluster 1,0,25.76
