PRKAA2	1	56645314	56715335
VTCN1	1	117143587	117210960
MUC1	1	155185824	155192916
OPRD1	1	28812170	28871267
GBP5	1	89256189	89272860
DIRAS3	1	68045886	68051717
FUCA1	1	23845077	23868290
HCRTR1	1	31617686	31632518
IL19	1	206770764	206842981
KCNQ4	1	40783787	40840452
LAD1	1	201380833	201399915
PHLDA3	1	201464278	201469237
CSRP1	1	201483530	201509456
IPO9	1	201829149	201884291
RHOC	1	112701127	112707434
MOV10	1	112673141	112700756
EPRS	1	219968600	220046530
IARS2	1	220094132	220148041
LURAP1	1	46203334	46221256
RAD54L	1	46246461	46278480
POMGNT1	1	46188683	46220305
F5	1	169511951	169586588
PALMD	1	99646113	99694541
ADIPOR1	1	202940826	202958572
CHIT1	1	203212827	203273641
PPFIA4	1	203026491	203078740
SETDB1	1	150926263	150964744
RHCE	1	25362249	25430192
EMC1	1	19215660	19251552
TAL1	1	47216290	47232225
PRKCZ	1	2050411	2185395
IPP	1	45694324	45750653
PDE4B	1	65792514	66374579
SMAP2	1	40344850	40423326
WDR77	1	111439890	111449256
ADORA3	1	111499429	111503633
RAP1A	1	111542218	111716691
CYP2J2	1	59893308	59926773
RNF187	1	228487382	228499899
MTHFR	1	11785723	11806455
THAP3	1	6624868	6635586
FCGR2B	1	161663143	161678654
KPRP	1	152758025	152762056
ATPAF1	1	46632737	46673867
CELSR2	1	109249539	109275751
PSRC1	1	109279556	109283186
SORT1	1	109309568	109397918
IFI16	1	158999968	159055155
CD46	1	207752037	207795513
HSD11B1	1	209686178	209734949
TRAF3IP3	1	209756032	209782320
C8B	1	56929207	56974383
SLAMF6	1	160485030	160523262
CD84	1	160541095	160579516
NBPF3	1	21440128	21485005
SFPQ	1	35176378	35193446
BMP8B	1	39757182	39788865
ARHGEF2	1	155946851	156007070
FCRL5	1	157513377	157552515
FCRL4	1	157573747	157598085
FCRL3	1	157674321	157700769
FCRL2	1	157745733	157777132
SH2D1B	1	162395268	162412138
DDR2	1	162631373	162787405
TEX35	1	178513109	178548602
IL12RB2	1	67307364	67398724
ALPL	1	21509397	21578410
IL10	1	206767602	206774541
CFH	1	196651754	196752476
BSDC1	1	32364633	32394731
LCK	1	32251244	32286165
WRAP73	1	3630767	3652761
RSBN1	1	113761832	113812476
PTPN22	1	113813811	113871753
IL23R	1	67138907	67259979
LRRC38	1	13474973	13514003
RPF1	1	84479259	84498352
SSX2IP	1	84643706	84690803
SLC2A1	1	42925353	42958893
KCNA3	1	110653560	110674940
NCF2	1	183554461	183590905
ALG6	1	63367575	63438553
RORC	1	151806071	151831845
TP53BP2	1	223779893	223845954
HAX1	1	154272355	154275875
GADD45A	1	67685201	67688334
ESRRG	1	216503246	217137755
CHRNB2	1	154567778	154580013
KCNN3	1	154697455	154870281
TNFRSF18	1	1203508	1206592
PLEKHO1	1	150149183	150164720
ANP32E	1	150218417	150236156
CA14	1	150257251	150265078
PRPF3	1	150321479	150353233
DVL1	1	1335276	1349418
IL6R	1	154405193	154469450
TMEM201	1	9588911	9614877
CLSTN1	1	9728926	9823984
LZIC	1	9922113	9943407
PDZK1	1	145670852	145708148
CD160	1	145719471	145739288
PIK3CD	1	9629889	9729114
FASLG	1	172659103	172666876
VAMP3	1	7771296	7781432
PER3	1	7784291	7845177
UTS2	1	7843083	7853512
TNFRSF9	1	7915871	7943165
PARK7	1	7954291	7985505
ERRFI1	1	8004404	8026309
FCGR2A	1	161505430	161524013
JAK1	1	64833223	65067754
BCL10	1	85265776	85276632
UBE2T	1	202331544	202341984
CFHR1	1	196819731	196837159
FCGR3A	1	161541759	161550968
FCGR3B	1	161623196	161631963
NUAK2	1	205302063	205321745
NCSTN	1	160343294	160358952
CD55	1	207321519	207386804
CR2	1	207453024	207489895
CR1	1	207496147	207641765
AGO1	1	35869808	35930532
ARF1	1	228082708	228099212
PBX1	1	164555584	164899296
CREG1	1	167529117	167553805
CD247	1	167425027	167518640
MASP2	1	11022009	11047239
ANGPTL7	1	11189355	11195981
ZNF687	1	151281618	151292176
RFX5	1	151340640	151347326
SELENBP1	1	151364304	151372707
DHDDS	1	26432282	26471306
TARDBP	1	11012344	11030528
NEXN	1	77888513	77943895
DNAJB4	1	77979175	78017964
NPR1	1	153678688	153693992
KCNH1	1	210676823	211134165
GSTM1	1	109687814	109709039
GSTM3	1	109733932	109741038
EPS8L3	1	109750080	109764027
ODF2L	1	86346824	86396342
CD1D	1	158178030	158186427
WDR26	1	224385146	224437033
KDM5B	1	202724495	202808487
TOR3A	1	179082070	179098023
ABL2	1	179099330	179229684
GPR3	1	27392622	27395814
ACTN2	1	236664141	236764631
CLIC4	1	24745382	24844321
NBL1	1	19596979	19658456
HTR6	1	19664875	19680966
RUNX3	1	24899511	24965121
CDC42	1	22052627	22101360
FMOD	1	203340628	203351758
FMO5	1	147175351	147243050
COL11A1	1	102876467	103108872
CHD5	1	6101787	6180321
PTBP2	1	96721665	96823738
PUSL1	1	1308597	1311677
PDE4DIP	1	148808140	149048286
RGS4	1	163068775	163076802
CENPF	1	214603185	214664574
SSBP3	1	54225432	54413479
HTR1D	1	23191895	23217502
EVI5	1	92508696	92792404
NTRK1	1	156815636	156881850
UBAP2L	1	154220179	154271510
STRIP1	1	110031577	110074641
PRKACB	1	84078062	84238498
NTPCR	1	232950605	232983882
KCNK1	1	233614106	233672514
ADORA1	1	203090654	203167405
POGZ	1	151402724	151459494
PTGER3	1	70852353	71047816
KIAA2013	1	11919591	11926428
EPHA10	1	37713880	37765133
DMBX1	1	46489836	46516216
CACYBP	1	174999163	175012027
ATF3	1	212565334	212620777
BATF3	1	212686417	212699840
DISC1	1	231626790	232041272
FNDC5	1	32862268	32872482
CSF3R	1	36466043	36483278
MYCL	1	39895428	39902256
TCEA3	1	23380909	23424748
SESN2	1	28259518	28282491
MINDY1	1	150996549	151008376
F11R	1	160995211	161021175
YIPF1	1	53851719	53889798
HSPB11	1	53916574	53945699
SDC3	1	30869466	30908758
ZCCHC17	1	31296982	31364953
FABP3	1	31365253	31376850
TP73	1	3652516	3736201
CCDC27	1	3746460	3771645
RC3H1	1	173931084	174022357
ADAR	1	154581695	154628013
PAX7	1	18630846	18748866
CDC73	1	193121983	193254815
REN	1	204154819	204190324
CEP170	1	243124428	243255793
PCSK9	1	55039445	55064852
RPE65	1	68428822	68451103
TNR	1	175315194	175743595
TLR5	1	223109404	223143292
MTOR	1	11106535	11262556
TNFSF4	1	173162645	173477583
TIE1	1	43300982	43323108
YY1AP1	1	155659446	155689334
RNF2	1	185045497	185102603
TRMT1L	1	185118101	185157072
RBBP5	1	205086142	205122015
PM20D1	1	205828025	205850132
ELK4	1	205597556	205632011
SDHB	1	17018664	17054151
TNNT2	1	201359008	201377764
DPT	1	168695468	168729206
KCNJ10	1	159998651	160070483
KCNJ9	1	160081538	160090563
IGSF8	1	160091340	160098943
PEA15	1	160205380	160215376
NLRP3	1	247332331	247449108
SLC16A1	1	112911847	112957593
CLK2	1	155262868	155278491
PROX1	1	213983181	214041510
DPYD	1	97077743	97995000
TBX15	1	118883046	118989556
TBX19	1	168280877	168314426
PGM1	1	63593411	63660245
CDC14A	1	100325629	100520277
GPR88	1	100538139	100542021
SLAMF1	1	160608106	160647044
SLAMF7	1	160739057	160754821
LY9	1	160796074	160828483
CD244	1	160830160	160862887
HDAC1	1	32292083	32333635
EPHA2	1	16124337	16156069
FBXO42	1	16246840	16352480
FCRL1	1	157792249	157820120
CD5L	1	157830911	157898256
CD58	1	116514534	116571039
SWT1	1	185157080	185291781
IVNS1ABP	1	185292931	185317273
SH2D2A	1	156806240	156816848
FAAH	1	46394317	46413848
DHCR24	1	54849627	54887195
FHL3	1	37996764	38005606
POU3F1	1	38043829	38046793
CAMSAP2	1	200738893	200860707
CASQ2	1	115698038	115837921
NHLH2	1	115836377	115843917
RNASEL	1	182573634	182589256
AIM2	1	159056129	159187843
VCAM1	1	100719742	100739045
SLC30A7	1	100896076	100996260
NAV1	1	201539127	201826969
ZMYM1	1	35032172	35118818
STMN1	1	25884181	25906991
NR1I3	1	161229666	161238244
NOTCH2NLA	1	146146203	146229041
MDM4	1	204516379	204558120
MTFR1L	1	25818640	25832942
ARID1A	1	26693236	26782104
MPZ	1	161304735	161309968
CASP9	1	15490832	15526534
AGMAT	1	15571699	15585051
DDI2	1	15617458	15669044
PLEKHM2	1	15681461	15734769
MUTYH	1	45329163	45340893
PTPRF	1	43525187	43623666
KDM4A	1	43650149	43705518
SNTG2	2	950849	1367613
NTSR2	2	11658178	11670195
HADHA	2	26190635	26244672
EFR3B	2	25042076	25159135
VSNL1	2	17539126	17657018
LTBP1	2	32946953	33399509
GDF7	2	20667144	20679243
XDH	2	31334321	31414742
PRKCE	2	45651345	46187990
LHCGR	2	48686774	48755730
FSHR	2	48962157	49154527
SLC3A1	2	44275458	44321494
LBH	2	30231534	30323730
HNRNPLL	2	38561969	38603586
PNPT1	2	55634061	55693863
EPAS1	2	46293667	46386697
BCL11A	2	60450520	60554467
TACR1	2	75046463	75199520
ALK	2	29192774	29921586
TGFA	2	70447284	70554193
SLC5A7	2	107986523	108013994
IL1B	2	112829751	112836816
NXPH2	2	138669157	138780390
MAP3K20	2	173075435	173268015
DRC1	2	26401920	26456711
FHL2	2	105357712	105438513
HNMT	2	137964020	138016364
TBR1	2	161416297	161425870
INHBB	2	120346136	120351803
ICOS	2	203936763	203961577
BARD1	2	214725646	214809683
LY75	2	159803355	159904756
GTF2A1L	2	48617798	48733148
ITPRID2	2	181891730	181930738
DNAH7	2	195737703	196068837
PIKFYVE	2	208266255	208358746
ANAPC1	2	111611639	111884690
TMEFF2	2	191949043	192194933
CALCRL	2	187341964	187448460
ANKRD44	2	196967017	197311173
TLK1	2	170990823	171231314
GPR55	2	230907318	230961066
TFPI	2	187464230	187565760
ACKR3	2	236567787	236582354
SPATS2L	2	200305881	200482264
INPP5D	2	233059967	233207903
MYO1B	2	191245185	191425389
KCNF1	2	10911934	10914225
UGT1A9	2	233671898	233773300
UGT1A1	2	233760270	233773300
TRPM8	2	233917373	234019522
HEATR5B	2	36968383	37084372
PRKD3	2	37250502	37324833
ATIC	2	215311956	215349773
LRP2	2	169127109	169362534
ZNF804A	2	184598529	184939492
PTCD3	2	86106223	86142157
KDM3A	2	86440647	86492716
ERFE	2	238158970	238168900
HES6	2	238238267	238240662
NPPC	2	231921809	231926396
DIS3L2	2	231961245	232344350
ECEL1	2	232479827	232487834
PREPL	2	44316281	44361862
PDK1	2	172555373	172608669
UGT1A4	2	233718736	233773300
SLC40A1	2	189560590	189583758
CFC1	2	130592165	130599575
PAX3	2	222199887	222298998
HTR2B	2	231108230	231125042
AGXT	2	240868824	240880502
FEV	2	218981087	218985184
IHH	2	219054424	219060921
ABCB6	2	219209772	219218994
ANKZF1	2	219229783	219236679
STK16	2	219245455	219250337
ECRG4	2	106063246	106078155
DUSP28	2	240560054	240565256
CCL20	2	227805739	227817564
GLI2	2	120735623	120992653
SP140	2	230203110	230313215
LPIN1	2	11677595	11827409
SNX17	2	27370496	27377535
NIFK	2	121726945	121736911
ACVR2A	2	147844517	147930826
MALL	2	110083870	110116022
NOSTRIN	2	168786539	168865514
EHBP1	2	62673851	63046487
IDH1	2	208236229	208266074
EIPR1	2	3188925	3377830
PGAP1	2	196833004	196927796
IL1R1	2	102064544	102179874
IL1RL2	2	102187006	102240002
IL1RL1	2	102311502	102352037
MITD1	2	99161427	99181058
TXNDC9	2	99318982	99340702
SF3B1	2	197388515	197435079
MOB4	2	197515571	197553699
SSB	2	169791933	169812064
HSPD1	2	197486584	197516737
UBR3	2	169827454	170084131
DPP4	2	161992245	162074394
DDX1	2	15591178	15634346
PRKRA	2	178431292	178451512
PSMD1	2	231056845	231173116
RRM2	2	10120698	10211725
HPCAL1	2	10302889	10427617
INHA	2	219569162	219575711
SP9	2	174334954	174338500
KCNJ13	2	232765802	232776565
DHX57	2	38797729	38875934
CYP27A1	2	218781749	218815293
ZNF142	2	218633329	218659655
POTEJ	2	130611440	130658037
BUB1	2	110637528	110678063
OTOF	2	26457203	26558756
GKN1	2	68974573	68980980
LRRTM1	2	80288351	80304752
EIF2AK2	2	37099210	37157522
DNAJC10	2	182716255	182794464
RSAD2	2	6865557	6898239
CNNM3	2	96816245	96835382
SEMA4C	2	96859718	96870757
DCTN1	2	74361154	74392087
POTEF	2	130073535	130129222
CAVIN2	2	191834310	191847088
GFPT1	2	69319780	69387250
MMADHC	2	149569637	149587778
IL18R1	2	102311529	102398777
PLEKHH2	2	43637260	43767987
CARF	2	202912214	202988263
LRPPRC	2	43886224	43996226
ITGA4	2	181457202	181538940
MXD1	2	69897688	69942945
ACVR1	2	157736251	157876330
HOXD10	2	176108790	176119937
HOXD9	2	176122719	176124937
TUBA4A	2	219249710	219277902
DNAJB2	2	219279342	219286898
IRS1	2	226731312	226799820
RHBDD1	2	226835581	226999215
COL4A3	2	227164624	227314792
POMC	2	25160853	25168903
COL4A4	2	227002714	227164453
KCNK12	2	47509290	47570985
EIF2AK3	2	88556741	88691518
NEUROD1	2	181668295	181680827
SP3	2	173880850	173965373
PTH2R	2	208359714	208854503
TRIB2	2	12716910	12742734
PPP1R1C	2	181954241	182131398
IL37	2	112911165	112918882
NCOA1	2	24491254	24770702
FAM126B	2	200973718	201071671
PROC	2	127418427	127429242
GPR17	2	127645864	127652639
HDAC4	2	239048168	239401654
ATG16L1	2	233210051	233295674
WDR12	2	202874261	203014798
SUMO1	2	202206182	202238599
BMPR2	2	202376327	202567751
FAM117B	2	202634969	202769757
ZNF512	2	27582969	27623217
GPN1	2	27628247	27651511
ADRA2B	2	96112876	96116571
MAP4K3	2	39249266	39437301
IMMT	2	86143932	86195472
ATF2	2	175072250	175168382
CYP20A1	2	203238977	203306026
CFLAR	2	201116154	201176687
RBMS1	2	160272151	160493807
POTEI	2	130459455	130509707
KCNK3	2	26692722	26733420
FAP	2	162170684	162245151
CUL3	2	224470150	224585397
SOS1	2	38962206	39124345
CCDC141	2	178829757	179050137
DNMT3A	2	25227855	25342590
MLPH	2	237485428	237555322
CAD	2	27217369	27243943
UCN	2	27307400	27308445
SCN9A	2	166195185	166376001
TMEM237	2	201620184	201643570
ZEB2	2	144364364	144521057
SCN7A	2	166403573	166611482
GPR1	2	206175316	206218047
AOX1	2	200586014	200677064
CXCR1	2	218162841	218166962
AAMP	2	218264129	218270178
VAMP5	2	85584431	85593406
COBLL1	2	164653624	164843679
IL18RAP	2	102418689	102452565
PLEKHB2	2	131104847	131353709
ATP6V1B1	2	70935900	70965431
OXER1	2	42762499	42764135
MAL	2	95025677	95053992
PROM2	2	95274449	95291308
LGALSL	2	64453969	64461381
GPATCH11	2	37084518	37099244
IGFBP2	2	216632828	216664436
CASP8	2	201233443	201361836
BOLL	2	197726879	197786762
CASP10	2	201182872	201229428
CXCR4	2	136114349	136119177
RGPD6	2	110513802	110610840
CTLA4	2	203853888	203873965
HTRA2	2	74529596	74533350
FAM161A	2	61824848	61854143
IL36G	2	112973203	112985658
IL1F10	2	113067970	113075843
IL1RN	2	113099315	113134016
ITGAV	2	186590010	186680901
STK39	2	167954020	168247595
IFIH1	2	162267074	162318684
CXCR2	2	218125289	218137251
GAD1	2	170813213	170861151
RANBP2	2	108719482	108785810
EPHA4	2	221418027	221574202
MSTN	2	190055700	190062729
IL1A	2	112773925	112784493
GCKR	2	27496839	27523684
SPDYA	2	28782517	28850611
SMARCAL1	2	216412383	216483053
EPCAM	2	47345158	47387601
SP110	2	230165186	230225729
STAT1	2	190908460	191020960
SLC4A1AP	2	27663426	27695366
RTN4	2	54972187	55112621
REL	2	60881491	60931612
YWHAQ	2	9583967	9630997
ADAM17	2	9488486	9556732
GBX2	2	236165236	236168386
AGAP1	2	235494043	236131793
SCG2	2	223596940	223602361
AP1S3	2	223667680	223838027
RMND5A	2	86720291	86778041
CD8B	2	86815339	86861924
CD8A	2	86784610	86808396
NFE2L2	2	177218667	177392756
MAP4K4	2	101696850	101894690
SATB2	2	199269505	199471266
TEKT4	2	94871430	94876823
MYCN	2	15940550	15947007
CD207	2	70830211	70835816
LANCL1	2	210427131	210477652
CPS1	2	210477682	210679107
MAP2	2	209424047	209734147
CREG2	2	101345550	101387503
RGPD1	2	86913783	87013976
ERCC3	2	127257290	127294166
PID1	2	228850526	229271287
CNRIP1	2	68284171	68320051
APLF	2	68467572	68655862
SCN3A	2	165087526	165204050
RAB6C	2	129979666	129982738
FRZB	2	182833275	182866637
GLS	2	190880821	190965552
PAX8	2	113215997	113278921
KHK	2	27086772	27100762
MFF	2	227325151	227357833
PER2	2	238244044	238290102
ROCK2	2	11179759	11348330
SOX11	2	5692384	5701385
R3HDM1	2	135531455	135725270
MCM6	2	135839626	135876443
NRP2	2	205681990	205798133
PPP1R7	2	241149576	241183652
GPR39	2	132416805	132646582
CENPA	2	26764289	26801067
APOB	2	21001429	21044073
ATL2	2	38293954	38377285
MERTK	2	111898607	112029561
RGPD8	2	112368369	112434488
TWIST2	2	238848032	238910534
MSH6	2	47695530	47810063
CRYGC	2	208128137	208129828
INO80D	2	205993721	206086303
SPTBN1	2	54456327	54671446
RAB11FIP5	2	73073382	73156721
CCT7	2	73233420	73253021
EGR4	2	73290929	73293701
COL5A2	2	189031898	189225312
XPO1	2	61476032	61538741
MSH2	2	47403067	47663146
SLC11A1	2	218382029	218396894
STAT4	2	191029576	191178435
CYP1B1	2	38066973	38109902
KIF1A	2	240713761	240824293
BCL2L11	2	111119378	111168444
CYTOR	2	87454781	87636740
PLA2R1	2	159932006	160062615
ITGB6	2	160099667	160271888
ITGA6	2	172234216	172506459
IKZF2	2	212999691	213152427
SRD5A2	2	31522480	31580938
PIGF	2	46580937	46617055
ACYP2	2	53970838	54305300
XRCC5	2	216107464	216206303
RPRM	2	153477338	153478762
ATOH8	2	85751344	85791383
POU3F3	2	104853287	104858574
HK2	2	74834127	74893359
CRIPT	2	46616416	46685037
ZAP70	2	97713576	97744327
BAZ2B	2	159315312	159616569
CD302	2	159768628	159798255
CREB1	2	207529737	207605988
CD28	2	203706517	203739756
DNPEP	2	219372029	219400022
PDCD1	2	241849884	241858894
SNRNP200	2	96274338	96321271
PCGEM1	2	192749803	192776899
FAM98A	2	33532744	33599347
MEIS1	2	66433452	66573869
PMS1	2	189784085	189877629
CBWD2	2	113437691	113496204
HADHB	2	26243170	26290465
EN1	2	118842171	118847648
MARCO	2	118942194	118994660
RAD18	3	8775402	8963773
KAT2B	3	20040446	20154404
CNTN6	3	1092658	1404217
RFTN1	3	16313574	16514026
CMTM8	3	32238679	32370321
PDCD6IP	3	33798571	33869707
RBMS3	3	28574791	30010391
GNAI2	3	50226292	50259362
RAB5A	3	19947097	19985175
OXSR1	3	38165089	38255484
TUSC2	3	50320027	50328251
PTPRG	3	61561569	62297609
SMARCC1	3	47585269	47782106
VGLL3	3	86876388	86991149
GBE1	3	81489703	81761645
FAM107A	3	58564117	58627610
EPHA3	3	89107621	89482134
CMSS1	3	99817837	100181732
CBLB	3	105655461	105869552
FEZF2	3	62369681	62374324
ALCAM	3	105366909	105576900
TAFA4	3	68731766	68953297
TMEM39A	3	119428949	119468830
HESX1	3	57197838	57227606
DPPA2	3	109293788	109316517
CDCP1	3	45082277	45146422
CD80	3	119524293	119559614
IFT57	3	108160812	108222435
SNX4	3	125446650	125520202
BFSP2	3	133400056	133475222
SOX14	3	137764315	137766334
NECTIN3	3	111070071	111275563
RUVBL1	3	128064778	128153914
BCHE	3	165772904	165837462
