	0	1
583	tumor_cell_markers_pseudoTILE_157	tumor_cell_markers
584	tumor_cell_markers_pseudoTILE_158	tumor_cell_markers
585	tumor_cell_markers_pseudoTILE_159	tumor_cell_markers
586	tumor_cell_markers_pseudoTILE_16	tumor_cell_markers
587	tumor_cell_markers_pseudoTILE_160	tumor_cell_markers
588	tumor_cell_markers_pseudoTILE_161	tumor_cell_markers
589	tumor_cell_markers_pseudoTILE_162	tumor_cell_markers
590	tumor_cell_markers_pseudoTILE_163	tumor_cell_markers
591	tumor_cell_markers_pseudoTILE_164	tumor_cell_markers
592	tumor_cell_markers_pseudoTILE_165	tumor_cell_markers
593	tumor_cell_markers_pseudoTILE_166	tumor_cell_markers
594	tumor_cell_markers_pseudoTILE_167	tumor_cell_markers
595	tumor_cell_markers_pseudoTILE_168	tumor_cell_markers
596	tumor_cell_markers_pseudoTILE_169	tumor_cell_markers
597	tumor_cell_markers_pseudoTILE_17	tumor_cell_markers
598	tumor_cell_markers_pseudoTILE_170	tumor_cell_markers
599	tumor_cell_markers_pseudoTILE_171	tumor_cell_markers
600	tumor_cell_markers_pseudoTILE_172	tumor_cell_markers
601	tumor_cell_markers_pseudoTILE_173	tumor_cell_markers
602	tumor_cell_markers_pseudoTILE_174	tumor_cell_markers
603	tumor_cell_markers_pseudoTILE_175	tumor_cell_markers
604	tumor_cell_markers_pseudoTILE_176	tumor_cell_markers
605	tumor_cell_markers_pseudoTILE_177	tumor_cell_markers
606	tumor_cell_markers_pseudoTILE_178	tumor_cell_markers
607	tumor_cell_markers_pseudoTILE_179	tumor_cell_markers
608	tumor_cell_markers_pseudoTILE_18	tumor_cell_markers
609	tumor_cell_markers_pseudoTILE_180	tumor_cell_markers
610	tumor_cell_markers_pseudoTILE_181	tumor_cell_markers
611	tumor_cell_markers_pseudoTILE_182	tumor_cell_markers
612	tumor_cell_markers_pseudoTILE_183	tumor_cell_markers
613	tumor_cell_markers_pseudoTILE_184	tumor_cell_markers
614	tumor_cell_markers_pseudoTILE_185	tumor_cell_markers
615	tumor_cell_markers_pseudoTILE_186	tumor_cell_markers
616	tumor_cell_markers_pseudoTILE_19	tumor_cell_markers
617	tumor_cell_markers_pseudoTILE_2	tumor_cell_markers
618	tumor_cell_markers_pseudoTILE_20	tumor_cell_markers
619	tumor_cell_markers_pseudoTILE_21	tumor_cell_markers
620	tumor_cell_markers_pseudoTILE_22	tumor_cell_markers
621	tumor_cell_markers_pseudoTILE_23	tumor_cell_markers
622	tumor_cell_markers_pseudoTILE_24	tumor_cell_markers
623	tumor_cell_markers_pseudoTILE_25	tumor_cell_markers
624	tumor_cell_markers_pseudoTILE_26	tumor_cell_markers
625	tumor_cell_markers_pseudoTILE_27	tumor_cell_markers
626	tumor_cell_markers_pseudoTILE_28	tumor_cell_markers
627	tumor_cell_markers_pseudoTILE_29	tumor_cell_markers
628	tumor_cell_markers_pseudoTILE_3	tumor_cell_markers
629	tumor_cell_markers_pseudoTILE_30	tumor_cell_markers
630	tumor_cell_markers_pseudoTILE_31	tumor_cell_markers
631	tumor_cell_markers_pseudoTILE_32	tumor_cell_markers
632	tumor_cell_markers_pseudoTILE_33	tumor_cell_markers
633	tumor_cell_markers_pseudoTILE_34	tumor_cell_markers
634	tumor_cell_markers_pseudoTILE_35	tumor_cell_markers
635	tumor_cell_markers_pseudoTILE_36	tumor_cell_markers
636	tumor_cell_markers_pseudoTILE_37	tumor_cell_markers
637	tumor_cell_markers_pseudoTILE_38	tumor_cell_markers
638	tumor_cell_markers_pseudoTILE_39	tumor_cell_markers
639	tumor_cell_markers_pseudoTILE_4	tumor_cell_markers
640	tumor_cell_markers_pseudoTILE_40	tumor_cell_markers
641	tumor_cell_markers_pseudoTILE_41	tumor_cell_markers
642	tumor_cell_markers_pseudoTILE_42	tumor_cell_markers
643	tumor_cell_markers_pseudoTILE_43	tumor_cell_markers
644	tumor_cell_markers_pseudoTILE_44	tumor_cell_markers
645	tumor_cell_markers_pseudoTILE_45	tumor_cell_markers
646	tumor_cell_markers_pseudoTILE_46	tumor_cell_markers
647	tumor_cell_markers_pseudoTILE_47	tumor_cell_markers
648	tumor_cell_markers_pseudoTILE_48	tumor_cell_markers
649	tumor_cell_markers_pseudoTILE_49	tumor_cell_markers
650	tumor_cell_markers_pseudoTILE_5	tumor_cell_markers
651	tumor_cell_markers_pseudoTILE_50	tumor_cell_markers
652	tumor_cell_markers_pseudoTILE_51	tumor_cell_markers
653	tumor_cell_markers_pseudoTILE_52	tumor_cell_markers
654	tumor_cell_markers_pseudoTILE_53	tumor_cell_markers
655	tumor_cell_markers_pseudoTILE_54	tumor_cell_markers
656	tumor_cell_markers_pseudoTILE_55	tumor_cell_markers
657	tumor_cell_markers_pseudoTILE_56	tumor_cell_markers
658	tumor_cell_markers_pseudoTILE_57	tumor_cell_markers
659	tumor_cell_markers_pseudoTILE_58	tumor_cell_markers
660	tumor_cell_markers_pseudoTILE_59	tumor_cell_markers
661	tumor_cell_markers_pseudoTILE_6	tumor_cell_markers
662	tumor_cell_markers_pseudoTILE_60	tumor_cell_markers
663	tumor_cell_markers_pseudoTILE_61	tumor_cell_markers
664	tumor_cell_markers_pseudoTILE_62	tumor_cell_markers
665	tumor_cell_markers_pseudoTILE_63	tumor_cell_markers
666	tumor_cell_markers_pseudoTILE_64	tumor_cell_markers
667	tumor_cell_markers_pseudoTILE_65	tumor_cell_markers
668	tumor_cell_markers_pseudoTILE_66	tumor_cell_markers
669	tumor_cell_markers_pseudoTILE_67	tumor_cell_markers
670	tumor_cell_markers_pseudoTILE_68	tumor_cell_markers
671	tumor_cell_markers_pseudoTILE_69	tumor_cell_markers
672	tumor_cell_markers_pseudoTILE_7	tumor_cell_markers
673	tumor_cell_markers_pseudoTILE_70	tumor_cell_markers
674	tumor_cell_markers_pseudoTILE_71	tumor_cell_markers
675	tumor_cell_markers_pseudoTILE_72	tumor_cell_markers
676	tumor_cell_markers_pseudoTILE_73	tumor_cell_markers
677	tumor_cell_markers_pseudoTILE_74	tumor_cell_markers
678	tumor_cell_markers_pseudoTILE_75	tumor_cell_markers
679	tumor_cell_markers_pseudoTILE_76	tumor_cell_markers
680	tumor_cell_markers_pseudoTILE_77	tumor_cell_markers
681	tumor_cell_markers_pseudoTILE_78	tumor_cell_markers
682	tumor_cell_markers_pseudoTILE_79	tumor_cell_markers
683	tumor_cell_markers_pseudoTILE_8	tumor_cell_markers
684	tumor_cell_markers_pseudoTILE_80	tumor_cell_markers
685	tumor_cell_markers_pseudoTILE_81	tumor_cell_markers
686	tumor_cell_markers_pseudoTILE_82	tumor_cell_markers
687	tumor_cell_markers_pseudoTILE_83	tumor_cell_markers
688	tumor_cell_markers_pseudoTILE_84	tumor_cell_markers
689	tumor_cell_markers_pseudoTILE_85	tumor_cell_markers
690	tumor_cell_markers_pseudoTILE_86	tumor_cell_markers
691	tumor_cell_markers_pseudoTILE_87	tumor_cell_markers
692	tumor_cell_markers_pseudoTILE_88	tumor_cell_markers
693	tumor_cell_markers_pseudoTILE_89	tumor_cell_markers
694	tumor_cell_markers_pseudoTILE_9	tumor_cell_markers
695	tumor_cell_markers_pseudoTILE_90	tumor_cell_markers
696	tumor_cell_markers_pseudoTILE_91	tumor_cell_markers
697	tumor_cell_markers_pseudoTILE_92	tumor_cell_markers
698	tumor_cell_markers_pseudoTILE_93	tumor_cell_markers
699	tumor_cell_markers_pseudoTILE_94	tumor_cell_markers
700	tumor_cell_markers_pseudoTILE_95	tumor_cell_markers
701	tumor_cell_markers_pseudoTILE_96	tumor_cell_markers
702	tumor_cell_markers_pseudoTILE_97	tumor_cell_markers
703	tumor_cell_markers_pseudoTILE_98	tumor_cell_markers
704	tumor_cell_markers_pseudoTILE_99	tumor_cell_markers
