,geometry,objectType,name,color
258,"POLYGON ((14448.61 36335.95, 14145.49 36351.35, 13842.02 36367.14, 13538.19 36382.92, 13305.87 36394.74, 13233.99 36398.73, 13209.11 36400.13, 13226.11 36690.28, 13243.57 36980.46, 13260.98 37270.31, 13278.33 37559.85, 13279.91 37584.59, 13583.02 37568.12, 13886.14 37551.64, 14188.96 37535.54, 14491.33 37519.11, 14516.82 37517.99, 14499.78 37229.2, 14483.14 36940.04, 14466.46 36650.58, 14449.75 36360.78, 14448.61 36335.95))",annotation,plate4_12G,[102   0 102]
259,"POLYGON ((11093.62 27021.71, 10781.22 27031.7, 10468.39 27042.09, 10155.18 27052.12, 9915.33 27059.82, 9841.6 27062.54, 9815.55 27063.51, 9835.34 27365.93, 9855.13 27668.39, 9874.87 27970.54, 9894.65 28272.3, 9896.46 28298.47, 10208.85 28287.33, 10521.32 28276.19, 10833.33 28265.06, 11145.03 28253.93, 11170.91 28253.3, 11151.95 27952.29, 11132.96 27650.94, 11113.95 27349.23, 11094.93 27047.19, 11093.62 27021.71))",annotation,plate4_12A,[102   0 102]
260,"POLYGON ((23284.24 19869.56, 22983.05 19875.08, 22681.55 19880.99, 22379.61 19886.88, 22148.8 19891.12, 22077.37 19892.79, 22052.64 19893.38, 22064.83 20196.18, 22077.45 20499.04, 22090.04 20801.55, 22102.59 21103.72, 22103.79 21129.55, 22404.98 21122.9, 22706.19 21116.26, 23007.03 21109.61, 23307.51 21102.99, 23332.83 21102.72, 23320.56 20801.33, 23308.73 20499.58, 23296.85 20197.49, 23284.98 19895.09, 23284.24 19869.56))",annotation,plate4_7D,[102   0 102]
261,"POLYGON ((18437.63 33498.72, 18137.88 33512.35, 17837.78 33526.39, 17537.33 33540.05, 17307.56 33550.52, 17236.48 33554.1, 17211.87 33555.35, 17226.62 33846.16, 17241.75 34136.99, 17256.87 34427.53, 17271.97 34717.71, 17273.38 34742.89, 17573.09 34728.17, 17872.89 34713.46, 18172.3 34698.76, 18471.32 34684.06, 18496.53 34683.11, 18481.8 34393.63, 18467.4 34103.83, 18453.02 33813.69, 18438.56 33523.24, 18437.63 33498.72))",annotation,plate4_11H,[102   0 102]
262,"POLYGON ((8172.1 45824.45, 7866.45 45845.49, 7560.45 45866.91, 7254.12 45888.35, 7019.44 45904.54, 6947.36 45909.84, 6921.88 45911.73, 6942.35 46195.37, 6963.22 46479.05, 6984.02 46762.4, 7004.88 47045.43, 7006.75 47069.63, 7312.34 47047.54, 7618.02 47025.43, 7923.27 47003.38, 8228.22 46981.34, 8253.89 46979.73, 8233.85 46697.37, 8213.76 46414.69, 8193.64 46131.69, 8173.5 45848.36, 8172.1 45824.45))",annotation,plate4_6E,[0 0 0]
263,"POLYGON ((12863.54 32386.51, 12556.28 32399.66, 12248.66 32413.19, 11940.67 32426.74, 11705.17 32436.83, 11632.31 32440.31, 11607.09 32441.51, 11625.21 32736.93, 11643.72 33032.4, 11662.22 33327.53, 11680.66 33622.3, 11682.34 33647.51, 11989.58 33633.26, 12296.85 33619.01, 12603.77 33604.76, 12910.25 33590.55, 12936.1 33589.63, 12918.02 33295.59, 12900.28 33001.19, 12882.52 32706.46, 12864.74 32411.41, 12863.54 32386.51))",annotation,plate4_2E,[102   0 102]
264,"POLYGON ((10502.8 39185.66, 10196.33 39202.83, 9889.57 39220.38, 9582.41 39237.97, 9347.54 39251.13, 9274.84 39255.55, 9249.72 39257.07, 9269.03 39546.54, 9288.71 39835.98, 9308.39 40125.11, 9328.06 40413.94, 9329.83 40438.62, 9636.25 40420.38, 9942.69 40402.13, 10248.76 40383.9, 10554.46 40365.67, 10580.23 40364.43, 10560.93 40076.32, 10542 39787.9, 10523.08 39499.15, 10504.11 39210.07, 10502.8 39185.66))",annotation,plate4_8G,[  0 255   0]
266,"POLYGON ((11256.99 50697.27, 10957.85 50720.87, 10658.38 50744.86, 10358.56 50768.87, 10129.3 50786.97, 10058.38 50792.9, 10033.83 50794.96, 10052.27 51071.57, 10071.08 51348.24, 10089.89 51624.55, 10108.72 51900.58, 10110.41 51924.17, 10409.49 51899.57, 10708.66 51874.93, 11007.42 51850.34, 11305.85 51825.78, 11331.01 51823.96, 11312.58 51548.59, 11294.46 51272.92, 11276.37 50996.89, 11258.23 50720.6, 11256.99 50697.27))",annotation,plate4_7F,[255 255 255]
267,"POLYGON ((14395.57 57859.13, 14104.25 57886.43, 13812.54 57914.09, 13520.53 57941.43, 13297.26 57962.38, 13228.18 57969.16, 13204.23 57971.52, 13220.61 58238.77, 13237.36 58506.02, 13254.09 58772.98, 13270.81 59039.68, 13272.35 59062.82, 13563.68 59034.54, 13855.04 59006.29, 14146.07 58978.05, 14436.76 58949.84, 14461.26 58947.74, 14444.86 58681.66, 14428.84 58415.29, 14412.77 58148.61, 14396.65 57881.69, 14395.57 57859.13))",annotation,plate4_3F,[255 255   0]
269,"POLYGON ((16203.94 42707.53, 15906.47 42726.48, 15608.7 42745.8, 15310.51 42765.18, 15082.19 42779.74, 15012 42784.55, 14987.24 42786.24, 15003.38 43068.44, 15019.56 43350.66, 15035.73 43632.59, 15051.84 43914.2, 15053.34 43938.29, 15350.79 43918.27, 15648.26 43898.29, 15945.39 43878.3, 16242.16 43858.38, 16266.8 43856.98, 16251.33 43576.04, 16235.91 43294.77, 16220.44 43013.21, 16204.99 42731.31, 16203.94 42707.53))",annotation,plate4_8D,[  0 255   0]
270,"POLYGON ((13801.41 47974.89, 13503.89 47996.87, 13206.04 48019.24, 12907.84 48041.62, 12679.45 48058.51, 12609.28 48064.03, 12584.48 48065.99, 12601.91 48343.96, 12619.3 48622.01, 12636.74 48899.72, 12654.13 49177.17, 12655.7 49200.87, 12953.17 49177.86, 13250.72 49154.85, 13547.86 49131.88, 13844.68 49108.91, 13869.33 49107.29, 13852.68 48830.49, 13835.98 48553.41, 13819.27 48276.02, 13802.53 47998.34, 13801.41 47974.89))",annotation,plate4_11G,[102   0 102]
271,"POLYGON ((11742.85 58109.74, 11448.4 58137.32, 11153.63 58165.28, 10858.52 58193.26, 10632.49 58214.46, 10563.06 58221.29, 10538.52 58223.7, 10556.77 58492.18, 10575.08 58760.72, 10593.34 59028.97, 10611.56 59296.92, 10613.23 59320.18, 10907.68 59291.6, 11202.09 59263.05, 11496.23 59234.51, 11789.96 59206.02, 11814.35 59203.9, 11796.8 58936.55, 11779.26 58668.91, 11761.68 58400.95, 11744.07 58132.74, 11742.85 58109.74))",annotation,plate4_1B,[255 255   0]
272,"POLYGON ((11009.06 25680.75, 10695.77 25689.96, 10382.16 25699.54, 10068.08 25709.14, 9827.99 25716.22, 9753.69 25718.77, 9727.97 25719.64, 9747.43 26023.64, 9767.32 26327.66, 9787.19 26631.29, 9807.04 26934.63, 9808.83 26960.55, 10122.1 26950.19, 10435.38 26939.86, 10748.28 26929.51, 11060.79 26919.2, 11087.14 26918.62, 11067.68 26616.07, 11048.6 26313.21, 11029.49 26009.96, 11010.4 25706.37, 11009.06 25680.75))",annotation,plate4_12A,[102   0 102]
273,"POLYGON ((10155.53 33883.3, 9845.69 33897.39, 9535.52 33911.88, 9224.97 33926.4, 8987.12 33937.24, 8914.05 33940.93, 8888.22 33942.23, 8908.33 34237.64, 8928.45 34533.11, 8948.54 34828.24, 8968.57 35123.01, 8970.39 35148.23, 9280.21 35133.01, 9589.99 35117.79, 9899.45 35102.61, 10208.48 35087.45, 10234.14 35086.45, 10214.87 34792.4, 10195.55 34498, 10176.2 34203.26, 10156.83 33908.19, 10155.53 33883.3))",annotation,plate4_8C,[102   0 102]
274,"POLYGON ((15330.17 51650.91, 15036.53 51674.81, 14742.58 51699.11, 14448.28 51723.43, 14222.88 51741.8, 14153.63 51747.77, 14129.15 51749.88, 14145.19 52023.11, 14161.56 52296.34, 14177.96 52569.27, 14194.36 52841.92, 14195.85 52865.23, 14489.43 52840.31, 14783.1 52815.38, 15076.36 52790.48, 15369.32 52765.63, 15394.02 52763.81, 15378.36 52491.77, 15362.66 52219.46, 15346.91 51946.85, 15331.21 51673.93, 15330.17 51650.91))",annotation,plate4_7G,[255 255   0]
275,"POLYGON ((23391.65 22599.62, 23092.07 22606.79, 22792.14 22614.31, 22491.85 22621.84, 22261.86 22627.34, 22191.19 22629.38, 22166.21 22630.12, 22178.31 22929.83, 22190.79 23229.59, 22203.23 23529.02, 22215.69 23828.11, 22216.88 23853.67, 22516.43 23845.41, 22816.06 23837.15, 23115.28 23829.27, 23414.19 23821.03, 23439.35 23820.62, 23427.65 23522.28, 23415.87 23223.62, 23404.14 22924.63, 23392.37 22625.28, 23391.65 22599.62))",annotation,plate4_3E,[102   0 102]
276,"POLYGON ((12811.89 54347.31, 12516.67 54372.81, 12221.13 54398.68, 11925.21 54424.61, 11699 54444.18, 11629 54450.56, 11604.77 54452.77, 11622.18 54724.61, 11639.94 54996.47, 11657.71 55268.05, 11675.46 55539.32, 11677.09 55562.86, 11972.28 55536.36, 12267.5 55509.84, 12562.38 55483.37, 12856.91 55456.92, 12881.74 55454.96, 12864.34 55184.34, 12847.27 54913.36, 12830.15 54642.13, 12813.07 54370.59, 12811.89 54347.31))",annotation,plate4_5D,[255 255   0]
277,"POLYGON ((17179.33 36194.6, 16879.5 36209.84, 16579.29 36225.45, 16278.79 36241.06, 16048.61 36252.8, 15977.87 36256.73, 15952.87 36258.12, 15968.67 36546.75, 15984.5 36835.44, 16000.26 37123.77, 16016.02 37411.81, 16017.48 37436.79, 16317.3 37420.51, 16617.14 37404.21, 16916.63 37387.91, 17215.75 37371.65, 17240.59 37370.58, 17225.54 37083.24, 17210.48 36795.59, 17195.43 36507.61, 17180.34 36219.31, 17179.33 36194.6))",annotation,plate4_11D,[102   0 102]
278,"POLYGON ((10292.07 57045.71, 9995.29 57072.8, 9698.16 57100.29, 9400.68 57127.79, 9173.22 57148.57, 9102.85 57155.34, 9078.49 57157.67, 9097.24 57428.14, 9116.42 57698.64, 9135.6 57968.85, 9154.7 58238.75, 9156.45 58262.17, 9453.22 58234.07, 9750.03 58205.98, 10046.52 58177.92, 10342.6 58149.9, 10367.57 58147.77, 10348.76 57878.54, 10330.35 57608.93, 10311.85 57339.05, 10293.4 57068.87, 10292.07 57045.71))",annotation,plate4_7C,[255 255   0]
279,"POLYGON ((7141.72 31308.49, 6826.69 31321.12, 6511.31 31334.19, 6195.53 31347.27, 5954.06 31356.99, 5879.36 31360.35, 5853.5 31361.52, 5875.13 31661.63, 5897.24 31961.76, 5919.29 32261.58, 5941.28 32561.01, 5943.29 32586.99, 6258.33 32573.2, 6573.31 32559.39, 6887.98 32545.63, 7202.18 32531.86, 7228.68 32530.98, 7207.05 32232.31, 7185.83 31933.26, 7164.55 31633.88, 7143.24 31334.15, 7141.72 31308.49))",annotation,plate4_3H,[102   0 102]
280,"POLYGON ((11665.02 56919.14, 11369.79 56946.08, 11074.27 56973.4, 10778.4 57000.77, 10551.79 57021.48, 10482.18 57028.16, 10457.58 57030.52, 10475.57 57300.33, 10493.91 57570.16, 10512.29 57839.71, 10530.62 58108.95, 10532.31 58132.31, 10827.44 58104.36, 11122.67 58076.43, 11417.53 58048.52, 11712.01 58020.64, 11736.84 58018.55, 11719.24 57749.92, 11701.58 57480.98, 11683.91 57211.75, 11666.22 56942.24, 11665.02 56919.14))",annotation,plate4_1B,[255 255   0]
281,"POLYGON ((23443.36 23921.88, 23144.55 23929.82, 22845.41 23938.14, 22545.86 23946.44, 22316.5 23952.54, 22246.02 23954.77, 22221.11 23955.56, 22233.53 24253.78, 22245.91 24552.06, 22258.32 24849.98, 22270.71 25147.58, 22271.86 25173.02, 22570.67 25163.98, 22869.49 25154.95, 23167.96 25145.91, 23466.06 25136.89, 23491.19 25136.43, 23479.16 24839.58, 23467.44 24542.4, 23455.74 24244.86, 23444.05 23947.03, 23443.36 23921.88))",annotation,plate4_3E,[102   0 102]
282,"POLYGON ((13907.44 26928.86, 13598.44 26938.75, 13289.15 26949.04, 12979.45 26959.32, 12742.63 26966.91, 12669.36 26969.63, 12644 26970.57, 12661.67 27271.37, 12679.7 27572.23, 12697.75 27872.71, 12715.81 28172.87, 12717.44 28198.52, 13026.37 28187.5, 13335.37 28176.48, 13643.93 28165.46, 13952.14 28154.47, 13978.13 28153.83, 13960.51 27854.44, 13943.19 27554.72, 13925.93 27254.63, 13908.61 26954.21, 13907.44 26928.86))",annotation,plate4_5C,[102   0 102]
283,"POLYGON ((20722.25 23996.82, 20420.14 24004.83, 20117.68 24013.23, 19814.85 24021.65, 19582.91 24027.82, 19511.65 24030.07, 19486.46 24030.86, 19500.11 24330.7, 19514.15 24630.58, 19528.13 24930.1, 19542.17 25229.3, 19543.46 25254.88, 19845.54 25245.72, 20147.7 25236.6, 20449.43 25227.48, 20750.86 25218.35, 20776.23 25217.87, 20762.99 24919.42, 20749.7 24620.66, 20736.4 24321.53, 20723.08 24022.07, 20722.25 23996.82))",annotation,plate4_3G,[102   0 102]
284,"POLYGON ((15559.71 30962.44, 15255.02 30974.7, 14949.97 30987.3, 14644.56 30999.94, 14411.02 31009.36, 14338.77 31012.63, 14313.76 31013.75, 14330.29 31309.09, 14347.2 31604.47, 14364.14 31899.5, 14381 32194.2, 14382.54 32219.4, 14687.22 32206.06, 14991.93 32192.71, 15296.26 32179.39, 15600.23 32166.08, 15625.85 32165.21, 15609.35 31871.26, 15593.18 31576.96, 15576.96 31282.31, 15560.79 30987.33, 15559.71 30962.44))",annotation,plate4_1F,[102   0 102]
285,"POLYGON ((21883.75 19896.55, 21580.85 19902.1, 21277.59 19908.03, 20973.97 19913.96, 20741.45 19918.24, 20669.97 19919.92, 20644.72 19920.51, 20658.16 20224.15, 20671.61 20527.85, 20685.01 20831.21, 20698.43 21134.21, 20699.7 21160.12, 21002.57 21153.44, 21305.52 21146.76, 21608.04 21140.07, 21910.25 21133.41, 21935.34 21133.13, 21922.62 20830.91, 21909.93 20528.32, 21897.25 20225.39, 21884.53 19922.14, 21883.75 19896.55))",annotation,plate4_1D,[102   0 102]
286,"POLYGON ((11091.94 48177.3, 10791.23 48199.51, 10490.13 48222.13, 10188.7 48244.75, 9958.25 48261.8, 9886.95 48267.41, 9862.23 48269.36, 9880.87 48548.75, 9899.89 48828.17, 9918.86 49107.29, 9937.87 49386.09, 9939.61 49410.27, 10240.32 49387.03, 10541.06 49363.78, 10841.4 49340.54, 11141.46 49317.34, 11166.75 49315.64, 11148.11 49037.51, 11129.83 48759.07, 11111.53 48480.29, 11093.22 48201.22, 11091.94 48177.3))",annotation,plate4_3A,[255 255 255]
287,"POLYGON ((19317.08 24035.45, 19013.22 24043.51, 18709.07 24051.95, 18404.49 24060.43, 18171.65 24066.62, 18099.6 24068.89, 18074.66 24069.69, 18089.14 24370.35, 18103.99 24671.05, 18118.85 24971.41, 18133.69 25271.4, 18135.06 25297.08, 18438.88 25287.88, 18742.72 25278.69, 19046.19 25269.51, 19349.29 25260.34, 19374.84 25259.84, 19360.38 24960.62, 19346.23 24660.99, 19332.1 24361.06, 19317.98 24060.79, 19317.08 24035.45))",annotation,plate4_plate4_2F,[102   0 102]
288,"POLYGON ((17846.08 48954.8, 17554 48977.13, 17261.66 48999.84, 16968.93 49022.21, 16744.74 49039.36, 16675.87 49044.97, 16651.52 49046.95, 16666.55 49321.49, 16681.55 49596.1, 16696.57 49870.41, 16711.57 50144.39, 16712.99 50168.16, 17004.99 50144.86, 17297.08 50121.51, 17588.77 50098.21, 17880.14 50074.92, 17904.34 50073.25, 17890.02 49799.87, 17875.69 49526.2, 17861.37 49252.22, 17847.01 48977.96, 17846.08 48954.8))",annotation,plate4_4A,[255 255   0]
289,"POLYGON ((14967.32 45350.57, 14669.76 45371.07, 14371.92 45391.91, 14073.69 45412.45, 13845.66 45428.16, 13775.08 45433.36, 13750.69 45435.15, 13767.13 45715.27, 13783.93 45995.41, 13800.73 46275.25, 13817.52 46554.77, 13819.1 46579.02, 14116.58 46557.5, 14414.12 46536, 14711.3 46514.53, 15008.14 46493.04, 15033.16 46491.51, 15016.71 46212.66, 15000.61 45933.47, 14984.53 45654.01, 14968.4 45374.21, 14967.32 45350.57))",annotation,plate4_11A,[102   0 102]
290,"POLYGON ((13419.45 41625.1, 13117.96 41643.54, 12816.14 41662.37, 12513.95 41681.24, 12282.54 41695.42, 12211.38 41700.12, 12186.28 41701.78, 12204.14 41986.81, 12222 42271.85, 12239.82 42556.63, 12257.64 42841.05, 12259.26 42865.37, 12560.72 42845.86, 12862.21 42826.34, 13163.34 42806.86, 13464.13 42787.38, 13489.08 42786.04, 13471.98 42502.3, 13454.86 42218.21, 13437.76 41933.84, 13420.6 41649.13, 13419.45 41625.1))",annotation,plate4_12C,[  0 255   0]
291,"POLYGON ((12966.39 56799.39, 12672.74 56826.22, 12378.71 56853.39, 12084.4 56880.61, 11858.96 56901.21, 11789.68 56907.86, 11765.2 56910.2, 11782.44 57179.39, 11800.05 57448.58, 11817.65 57717.5, 11835.23 57986.12, 11836.82 58009.09, 12130.47 57981.28, 12424.15 57953.49, 12717.46 57925.73, 13010.49 57897.98, 13035.19 57895.91, 13018.31 57627.89, 13001.4 57359.58, 12984.51 57090.99, 12967.53 56822.1, 12966.39 56799.39))",annotation,plate4_1B,[255 255   0]
292,"POLYGON ((11176.79 49470.75, 10876.9 49493.69, 10576.62 49517, 10276.02 49540.35, 10045.81 49557.97, 9975.05 49563.71, 9950.05 49565.75, 9968.98 49843.69, 9987.9 50121.68, 10006.78 50399.35, 10025.69 50676.75, 10027.4 50700.45, 10327.26 50676.49, 10627.2 50652.54, 10926.73 50628.61, 11225.97 50604.69, 11250.81 50602.98, 11232.65 50326.22, 11214.43 50049.21, 11196.26 49771.86, 11178.03 49494.21, 11176.79 49470.75))",annotation,plate4_7F,[255 255 255]
293,"POLYGON ((11824.51 59354.68, 11530.85 59382.91, 11236.87 59411.51, 10942.55 59440.16, 10717.13 59461.86, 10647.89 59468.84, 10623.44 59471.31, 10641.6 59738.44, 10659.79 60005.63, 10677.93 60272.53, 10696.08 60539.14, 10697.73 60561.94, 10991.38 60532.71, 11285.01 60503.51, 11578.35 60474.67, 11871.36 60445.51, 11895.66 60443.36, 11878.2 60177.33, 11860.75 59911.02, 11843.25 59644.45, 11825.73 59377.56, 11824.51 59354.68))",annotation,plate4_2A,[255 255   0]
294,"POLYGON ((12538.15 26974.09, 12227.53 26984.04, 11916.51 26994.37, 11605.06 27004.35, 11366.98 27011.99, 11293.31 27014.7, 11267.81 27015.64, 11286.28 27317.25, 11305.18 27618.88, 11324.07 27920.17, 11342.93 28221.11, 11344.66 28247.21, 11655.3 28236.14, 11965.95 28225.06, 12276.23 28213.99, 12586.12 28202.93, 12612.25 28202.29, 12593.76 27902.1, 12575.69 27601.6, 12557.53 27300.72, 12539.41 26999.52, 12538.15 26974.09))",annotation,plate4_5C,[102   0 102]
295,"POLYGON ((10123.89 54582.07, 9825.51 54607.86, 9526.8 54634.01, 9227.77 54660.19, 8998.69 54680.02, 8928.33 54686.43, 8903.46 54688.68, 8922.82 54961.83, 8942.15 55235.01, 8961.52 55507.9, 8980.84 55780.48, 8982.59 55803.79, 9280.9 55777.01, 9579.31 55750.23, 9877.34 55723.45, 10174.98 55696.74, 10199.7 55694.78, 10181.13 55422.81, 10162.5 55150.54, 10143.85 54877.98, 10125.18 54605.11, 10123.89 54582.07))",annotation,plate4_2H,[255 255 255]
296,"POLYGON ((13339.58 40298.75, 13037.26 40316.45, 12734.61 40334.53, 12431.59 40352.64, 12199.54 40366.25, 12128.21 40370.77, 12103.04 40372.36, 12120.97 40658.87, 12138.93 40945.42, 12156.83 41231.64, 12174.75 41517.54, 12176.38 41541.99, 12478.7 41523.22, 12780.98 41504.46, 13082.96 41486.07, 13384.58 41467.34, 13410.01 41466.03, 13392.4 41180.84, 13375.23 40895.29, 13358.01 40609.46, 13340.76 40323.26, 13339.58 40298.75))",annotation,plate4_6B,[  0 255   0]
297,"POLYGON ((15336.35 26881.79, 15029.17 26891.59, 14721.57 26901.84, 14413.63 26912.07, 14177.8 26919.62, 14105.3 26922.3, 14079.69 26923.26, 14096.49 27223.23, 14113.69 27523.26, 14130.84 27822.91, 14148.03 28122.25, 14149.59 28147.83, 14456.79 28136.89, 14764.01 28125.9, 15070.82 28114.96, 15377.32 28104.02, 15403.16 28103.39, 15386.76 27804.81, 15370.34 27505.91, 15353.9 27206.63, 15337.44 26907.05, 15336.35 26881.79))",annotation,plate4_9E,[102   0 102]
298,"POLYGON ((15612.22 56555.36, 15321.62 56581.9, 15030.7 56608.79, 14739.44 56635.72, 14516.38 56656.12, 14447.85 56662.69, 14423.63 56665.03, 14439.71 56932.88, 14455.77 57200.79, 14471.88 57468.42, 14487.94 57735.75, 14489.4 57758.61, 14779.94 57731.11, 15070.58 57703.59, 15360.82 57676.14, 15650.75 57648.69, 15674.83 57646.66, 15659.48 57379.92, 15644.08 57112.88, 15628.67 56845.57, 15613.24 56577.96, 15612.22 56555.36))",annotation,plate4_3F,[255 255   0]
299,"POLYGON ((18173.85 28173.37, 17870.86 28183.9, 17567.53 28194.83, 17263.82 28205.77, 17031.21 28213.89, 16959.75 28216.73, 16934.49 28217.73, 16949.94 28514.53, 16965.38 28811.35, 16980.81 29107.86, 16996.19 29404.02, 16997.6 29429.34, 17300.58 29417.7, 17603.58 29406.04, 17906.24 29394.39, 18208.47 29382.79, 18233.95 29382.09, 18218.92 29086.68, 18204.23 28790.91, 18189.52 28494.82, 18174.8 28198.37, 18173.85 28173.37))",annotation,plate4_9B,[102   0 102]
301,"POLYGON ((13192.94 60405.19, 12901.52 60433.92, 12609.79 60462.97, 12317.72 60492.09, 12094.43 60514.11, 12025.31 60521.23, 12001.42 60523.69, 12018.38 60788.99, 12035.74 61054.3, 12053.08 61319.3, 12070.37 61584.05, 12071.97 61607.02, 12363.38 61577.34, 12654.77 61547.67, 12945.88 61518.03, 13236.6 61488.42, 13261.14 61486.18, 13244.1 61222.07, 13227.47 60957.64, 13210.79 60692.91, 13194.12 60427.92, 13192.94 60405.19))",annotation,plate4_2A,[255 255   0]
302,"POLYGON ((28799.18 23774.78, 28506.83 23782.54, 28214.15 23790.67, 27921.11 23798.43, 27697.05 23804.4, 27627.72 23806.59, 27603.72 23807.34, 27612.64 24102.42, 27621.93 24397.53, 27631.17 24692.3, 27640.47 24986.74, 27641.37 25012.28, 27933.69 25003.46, 28226.1 24994.62, 28518.09 24985.77, 28809.8 24976.95, 28834.35 24976.48, 28825.43 24682.76, 28816.8 24388.74, 28808.23 24094.36, 28799.62 23799.64, 28799.18 23774.78))",annotation,plate4_3C,[102   0 102]
303,"POLYGON ((9519.43 45730.38, 9215.42 45751.29, 8911.02 45772.62, 8606.28 45793.96, 8372.91 45810.04, 8301.21 45815.32, 8275.86 45817.19, 8295.49 46100.14, 8315.55 46383.11, 8335.59 46665.79, 8355.56 46948.13, 8357.4 46972.26, 8661.41 46950.29, 8965.44 46928.28, 9269.1 46906.33, 9572.41 46884.41, 9597.98 46882.84, 9578.71 46601.15, 9559.42 46319.16, 9540.1 46036.86, 9520.76 45754.23, 9519.43 45730.38))",annotation,plate4_6E,[0 0 0]
304,"POLYGON ((11420.9 53193.98, 11123.35 53218.93, 10825.43 53244.26, 10527.2 53269.28, 10298.78 53288.46, 10228.61 53294.67, 10203.81 53296.88, 10222.42 53570.71, 10241.1 53844.62, 10259.7 54118.19, 10278.31 54391.51, 10280.01 54415.23, 10577.57 54389.25, 10875.1 54363.29, 11172.3 54337.36, 11469.16 54311.44, 11493.81 54309.56, 11475.91 54036.89, 11458.03 53763.9, 11440.09 53490.64, 11422.13 53217.07, 11420.9 53193.98))",annotation,plate4_4F,[255 255   0]
306,"POLYGON ((10623.75 61903.14, 10330.01 61932.81, 10035.98 61962.83, 9741.58 61992.56, 9516.5 62015.3, 9446.86 62022.66, 9422.79 62025.19, 9441.18 62290.41, 9459.98 62555.64, 9478.76 62820.57, 9497.48 63085.24, 9499.2 63108.2, 9792.91 63077.57, 10086.59 63046.95, 10379.99 63016.36, 10672.99 62985.8, 10697.7 62983.49, 10679.29 62719.43, 10661.2 62455.09, 10643.09 62190.45, 10624.97 61925.54, 10623.75 61903.14))",annotation,plate4_7B,[255 255 255]
307,"POLYGON ((23602.51 27979.18, 23306.12 27989.46, 23009.33 28000.16, 22712.24 28010.88, 22484.69 28018.8, 22414.74 28021.6, 22390.03 28022.58, 22402.26 28316.23, 22414.49 28609.95, 22426.7 28903.34, 22438.91 29196.36, 22440.06 29221.8, 22736.44 29210.41, 23032.92 29199.03, 23329 29187.63, 23624.73 29176.25, 23649.28 29175.58, 23637.78 28883.25, 23626.27 28590.6, 23614.74 28297.61, 23603.21 28004.31, 23602.51 27979.18))",annotation,plate4_10E,[102   0 102]
308,"POLYGON ((26183.96 25220.83, 25889.25 25229.47, 25594.12 25238.5, 25298.68 25247.53, 25072.43 25254.2, 25002.88 25256.59, 24978.3 25257.43, 24988.7 25552.54, 24999.48 25847.67, 25010.22 26142.47, 25021.01 26436.96, 25022.02 26462.14, 25316.78 26452.4, 25611.56 26442.67, 25905.95 26432.92, 26200.05 26423.2, 26224.84 26422.67, 26214.78 26128.91, 26204.71 25834.84, 26194.63 25540.42, 26184.53 25245.7, 26183.96 25220.83))",annotation,plate4_4E,[128   0 128]
309,"POLYGON ((9954.01 52093.88, 9654.07 52118.32, 9353.74 52143.14, 9053.12 52167.98, 8822.84 52186.76, 8752.1 52192.86, 8727.1 52195, 8746.62 52470.88, 8766.18 52746.8, 8785.71 53022.42, 8805.23 53297.74, 8806.99 53321.28, 9106.92 53295.82, 9406.89 53270.37, 9706.5 53244.93, 10005.75 53219.54, 10030.61 53217.7, 10011.81 52943.02, 9993.03 52668.02, 9974.16 52392.75, 9955.31 52117.17, 9954.01 52093.88))",annotation,plate4_8B,[255 255 255]
311,"POLYGON ((12457.92 25636.86, 12146.43 25646.01, 11834.57 25655.54, 11522.3 25665.09, 11283.18 25672.14, 11209.71 25674.66, 11183.74 25675.54, 11202.74 25978.66, 11221.71 26281.85, 11240.71 26584.64, 11259.64 26887.12, 11261.35 26912.96, 11572.83 26902.7, 11884.33 26892.41, 12195.44 26882.12, 12506.16 26871.86, 12531.96 26871.29, 12513.82 26569.58, 12495.62 26267.56, 12477.36 25965.14, 12459.16 25662.41, 12457.92 25636.86))",annotation,plate4_5C,[102   0 102]
312,"POLYGON ((23548.74 26610.81, 23251.51 26620.32, 22953.95 26630.21, 22656.03 26640.11, 22428.26 26647.41, 22357.77 26650.02, 22333.34 26650.93, 22345.25 26946.13, 22357.55 27241.38, 22369.8 27536.3, 22382.1 27830.88, 22383.25 27856.45, 22680.48 27845.83, 22977.72 27835.22, 23274.57 27824.63, 23571.14 27814.05, 23596.13 27813.43, 23584.2 27519.6, 23572.62 27225.41, 23561.04 26930.91, 23549.44 26636.06, 23548.74 26610.81))",annotation,plate4_2D,[102   0 102]
316,"POLYGON ((12732.64 53082.66, 12436.63 53107.49, 12140.29 53132.69, 11843.6 53157.92, 11616.37 53177.02, 11546.56 53183.2, 11521.89 53185.38, 11539.39 53458.62, 11557.24 53731.86, 11575.13 54004.79, 11592.97 54277.44, 11594.59 54300.75, 11890.54 54274.93, 12186.59 54249.09, 12482.22 54223.29, 12777.55 54197.52, 12802.45 54195.6, 12785.34 53923.56, 12768.18 53651.25, 12751 53378.64, 12733.81 53105.7, 12732.64 53082.66))",annotation,plate4_4F,[255 255   0]
