cell_id,Tile,Clone
akkdmbhi-1,156_plate4_5F_,102_0_102
akkglifn-1,156_plate4_5F_,102_0_102
akkgmlgm-1,156_plate4_5F_,102_0_102
akkgpgid-1,156_plate4_5F_,102_0_102
akkhcapj-1,156_plate4_5F_,102_0_102
akminepe-1,156_plate4_5F_,102_0_102
akmjbenb-1,156_plate4_5F_,102_0_102
akmjdnee-1,156_plate4_5F_,102_0_102
akmjeoph-1,156_plate4_5F_,102_0_102
akmjfkmd-1,156_plate4_5F_,102_0_102
akmjkgfi-1,156_plate4_5F_,102_0_102
akmjlcmo-1,156_plate4_5F_,102_0_102
akmkbplm-1,156_plate4_5F_,102_0_102
akmkknaf-1,156_plate4_5F_,102_0_102
akmkoppn-1,156_plate4_5F_,102_0_102
akmkplan-1,156_plate4_5F_,102_0_102
akmlbhhf-1,156_plate4_5F_,102_0_102
akmldcbh-1,156_plate4_5F_,102_0_102
akmldnmd-1,156_plate4_5F_,102_0_102
akmlfgld-1,156_plate4_5F_,102_0_102
akmlfkfi-1,156_plate4_5F_,102_0_102
akmliiij-1,156_plate4_5F_,102_0_102
akmlmegp-1,156_plate4_5F_,102_0_102
akmlofek-1,156_plate4_5F_,102_0_102
akmmbpkk-1,156_plate4_5F_,102_0_102
akmmdkbd-1,156_plate4_5F_,102_0_102
akmmhccg-1,156_plate4_5F_,102_0_102
akmmjhle-1,156_plate4_5F_,102_0_102
akmmkgkp-1,156_plate4_5F_,102_0_102
akmmmboe-1,156_plate4_5F_,102_0_102
akmmmdad-1,156_plate4_5F_,102_0_102
akmmpfka-1,156_plate4_5F_,102_0_102
akmnadmk-1,156_plate4_5F_,102_0_102
akmndkkc-1,156_plate4_5F_,102_0_102
akmneham-1,156_plate4_5F_,102_0_102
akmnfbbh-1,156_plate4_5F_,102_0_102
akmnfdon-1,156_plate4_5F_,102_0_102
akmnkadg-1,156_plate4_5F_,102_0_102
akmnmcfe-1,156_plate4_5F_,102_0_102
akmnnlbk-1,156_plate4_5F_,102_0_102
akmocefm-1,156_plate4_5F_,102_0_102
akmpheib-1,156_plate4_5F_,102_0_102
akmpjbfe-1,156_plate4_5F_,102_0_102
aknabhac-1,156_plate4_5F_,102_0_102
aknaicpe-1,156_plate4_5F_,102_0_102
aknaoand-1,156_plate4_5F_,102_0_102
aknaohck-1,156_plate4_5F_,102_0_102
aknbcnba-1,156_plate4_5F_,102_0_102
aknbiijd-1,156_plate4_5F_,102_0_102
aknbkmlb-1,156_plate4_5F_,102_0_102
aknbmpmk-1,156_plate4_5F_,102_0_102
akncaija-1,156_plate4_5F_,102_0_102
akncbphb-1,156_plate4_5F_,102_0_102
akncfjme-1,156_plate4_5F_,102_0_102
akncgnpl-1,156_plate4_5F_,102_0_102
aknclcpn-1,156_plate4_5F_,102_0_102
aknclpmf-1,156_plate4_5F_,102_0_102
aknddcio-1,156_plate4_5F_,102_0_102
akndighf-1,156_plate4_5F_,102_0_102
akndiilf-1,156_plate4_5F_,102_0_102
akndjcpb-1,156_plate4_5F_,102_0_102
akndmaeb-1,156_plate4_5F_,102_0_102
akneamkl-1,156_plate4_5F_,102_0_102
akneeafo-1,156_plate4_5F_,102_0_102
aknelglb-1,156_plate4_5F_,102_0_102
aknjkdec-1,156_plate4_5F_,102_0_102
aknlfknc-1,156_plate4_5F_,102_0_102
aknlkkdb-1,156_plate4_5F_,102_0_102
aknllfmc-1,156_plate4_5F_,102_0_102
aknlmidk-1,156_plate4_5F_,102_0_102
akoacojf-1,156_plate4_5F_,102_0_102
akoaeled-1,156_plate4_5F_,102_0_102
akoaimkf-1,156_plate4_5F_,102_0_102
akoaklaj-1,156_plate4_5F_,102_0_102
akoangeo-1,156_plate4_5F_,102_0_102
akobeehn-1,156_plate4_5F_,102_0_102
akobhkbl-1,156_plate4_5F_,102_0_102
akobidjg-1,156_plate4_5F_,102_0_102
akobkijl-1,156_plate4_5F_,102_0_102
akobkopb-1,156_plate4_5F_,102_0_102
akoblnin-1,156_plate4_5F_,102_0_102
akobmhah-1,156_plate4_5F_,102_0_102
akobnieg-1,156_plate4_5F_,102_0_102
akocackc-1,156_plate4_5F_,102_0_102
akoccloe-1,156_plate4_5F_,102_0_102
akoceagg-1,156_plate4_5F_,102_0_102
akocepoo-1,156_plate4_5F_,102_0_102
akoeacal-1,156_plate4_5F_,102_0_102
akoeeepb-1,156_plate4_5F_,102_0_102
akoegaha-1,156_plate4_5F_,102_0_102
akoegocp-1,156_plate4_5F_,102_0_102
akoehmmj-1,156_plate4_5F_,102_0_102
akoekdbk-1,156_plate4_5F_,102_0_102
akofpoem-1,156_plate4_5F_,102_0_102
akogakoj-1,156_plate4_5F_,102_0_102
akogikpc-1,156_plate4_5F_,102_0_102
akogiooo-1,156_plate4_5F_,102_0_102
akogncig-1,156_plate4_5F_,102_0_102
akognebi-1,156_plate4_5F_,102_0_102
akoheiph-1,156_plate4_5F_,102_0_102
akohjdjm-1,156_plate4_5F_,102_0_102
akoiccbf-1,156_plate4_5F_,102_0_102
akoigohm-1,156_plate4_5F_,102_0_102
amlcblmf-1,156_plate4_5F_,102_0_102
amlhkddh-1,156_plate4_5F_,102_0_102
amlhpplj-1,156_plate4_5F_,102_0_102
amlibfko-1,156_plate4_5F_,102_0_102
amlicbio-1,156_plate4_5F_,102_0_102
amlidbjd-1,156_plate4_5F_,102_0_102
amliebfn-1,156_plate4_5F_,102_0_102
amliednl-1,156_plate4_5F_,102_0_102
amlijchp-1,156_plate4_5F_,102_0_102
amlikeim-1,156_plate4_5F_,102_0_102
amlimmhn-1,156_plate4_5F_,102_0_102
amljadak-1,156_plate4_5F_,102_0_102
amljblpk-1,156_plate4_5F_,102_0_102
amljbmah-1,156_plate4_5F_,102_0_102
aodialop-1,156_plate4_5F_,102_0_102
aodikkoo-1,156_plate4_5F_,102_0_102
aodilflh-1,156_plate4_5F_,102_0_102
aodiplkh-1,156_plate4_5F_,102_0_102
aodjccpe-1,156_plate4_5F_,102_0_102
aodjdgkl-1,156_plate4_5F_,102_0_102
aodjeblf-1,156_plate4_5F_,102_0_102
aodjnfaa-1,156_plate4_5F_,102_0_102
aodjphgo-1,156_plate4_5F_,102_0_102
aodkfmda-1,156_plate4_5F_,102_0_102
aodkmmnj-1,156_plate4_5F_,102_0_102
aodkopaj-1,156_plate4_5F_,102_0_102
aodlfpbn-1,156_plate4_5F_,102_0_102
aodmfcho-1,156_plate4_5F_,102_0_102
aodmlhha-1,156_plate4_5F_,102_0_102
aodmnfai-1,156_plate4_5F_,102_0_102
aodnjmne-1,156_plate4_5F_,102_0_102
aodnjoen-1,156_plate4_5F_,102_0_102
aodoagad-1,156_plate4_5F_,102_0_102
aodocenp-1,156_plate4_5F_,102_0_102
aododfbb-1,156_plate4_5F_,102_0_102
aodoefhg-1,156_plate4_5F_,102_0_102
aodoglil-1,156_plate4_5F_,102_0_102
aodokogp-1,156_plate4_5F_,102_0_102
aodoljig-1,156_plate4_5F_,102_0_102
aodpgjjl-1,156_plate4_5F_,102_0_102
aodpjckg-1,156_plate4_5F_,102_0_102
aodplabg-1,156_plate4_5F_,102_0_102
aoeaalah-1,156_plate4_5F_,102_0_102
aoedloep-1,156_plate4_5F_,102_0_102
aoedpagi-1,156_plate4_5F_,102_0_102
aoefohij-1,156_plate4_5F_,102_0_102
aoeggmdk-1,156_plate4_5F_,102_0_102
aoegkdnc-1,156_plate4_5F_,102_0_102
aoehccfd-1,156_plate4_5F_,102_0_102
aoehidim-1,156_plate4_5F_,102_0_102
aoehieom-1,156_plate4_5F_,102_0_102
aoehigin-1,156_plate4_5F_,102_0_102
aoehiocj-1,156_plate4_5F_,102_0_102
aoehneim-1,156_plate4_5F_,102_0_102
aoeigpdp-1,156_plate4_5F_,102_0_102
aoeijflf-1,156_plate4_5F_,102_0_102
aoeiommb-1,156_plate4_5F_,102_0_102
aoejehmk-1,156_plate4_5F_,102_0_102
aoejeigh-1,156_plate4_5F_,102_0_102
aoekidcc-1,156_plate4_5F_,102_0_102
aofagima-1,156_plate4_5F_,102_0_102
aofajljk-1,156_plate4_5F_,102_0_102
aofaompl-1,156_plate4_5F_,102_0_102
aofbaaaf-1,156_plate4_5F_,102_0_102
aofbajkn-1,156_plate4_5F_,102_0_102
aofbepnm-1,156_plate4_5F_,102_0_102
aofbgfbn-1,156_plate4_5F_,102_0_102
aofcbaml-1,156_plate4_5F_,102_0_102
aofcemfj-1,156_plate4_5F_,102_0_102
aofchbdl-1,156_plate4_5F_,102_0_102
aofcjdlb-1,156_plate4_5F_,102_0_102
aofckekg-1,156_plate4_5F_,102_0_102
aofclohe-1,156_plate4_5F_,102_0_102
aofcnkmj-1,156_plate4_5F_,102_0_102
aofdgdop-1,156_plate4_5F_,102_0_102
aofebddn-1,156_plate4_5F_,102_0_102
aofebgie-1,156_plate4_5F_,102_0_102
aofedgck-1,156_plate4_5F_,102_0_102
aofpgcoi-1,156_plate4_5F_,102_0_102
aofplgim-1,156_plate4_5F_,102_0_102
aogabcpo-1,156_plate4_5F_,102_0_102
aogbceka-1,156_plate4_5F_,102_0_102
aogbchmi-1,156_plate4_5F_,102_0_102
aogbcjha-1,156_plate4_5F_,102_0_102
aogbfflo-1,156_plate4_5F_,102_0_102
aogbldia-1,156_plate4_5F_,102_0_102
aogbmkhd-1,156_plate4_5F_,102_0_102
aogbnebi-1,156_plate4_5F_,102_0_102
aogbplgc-1,156_plate4_5F_,102_0_102
aogbpllh-1,156_plate4_5F_,102_0_102
aogcdmae-1,156_plate4_5F_,102_0_102
aogdbdcd-1,156_plate4_5F_,102_0_102
aogecoig-1,156_plate4_5F_,102_0_102
aogepeim-1,156_plate4_5F_,102_0_102
aogipibg-1,156_plate4_5F_,102_0_102
aogipmbd-1,156_plate4_5F_,102_0_102
aogjainb-1,156_plate4_5F_,102_0_102
aogjbgah-1,156_plate4_5F_,102_0_102
aogjbkln-1,156_plate4_5F_,102_0_102
aogjbpba-1,156_plate4_5F_,102_0_102
aogjekfa-1,156_plate4_5F_,102_0_102
aogjffdh-1,156_plate4_5F_,102_0_102
aogjhjpb-1,156_plate4_5F_,102_0_102
aogkdjcj-1,156_plate4_5F_,102_0_102
aogkdkpp-1,156_plate4_5F_,102_0_102
aogkeclm-1,156_plate4_5F_,102_0_102
aogkgloa-1,156_plate4_5F_,102_0_102
aogkljen-1,156_plate4_5F_,102_0_102
aogknoab-1,156_plate4_5F_,102_0_102
aoglgmoc-1,156_plate4_5F_,102_0_102
aoglhceh-1,156_plate4_5F_,102_0_102
aogljcfb-1,156_plate4_5F_,102_0_102
aogljile-1,156_plate4_5F_,102_0_102
aoglpafi-1,156_plate4_5F_,102_0_102
aogmekbk-1,156_plate4_5F_,102_0_102
aogmhicp-1,156_plate4_5F_,102_0_102
aogmhnpd-1,156_plate4_5F_,102_0_102
aogmknpi-1,156_plate4_5F_,102_0_102
aogmnbkj-1,156_plate4_5F_,102_0_102
aognkbfp-1,156_plate4_5F_,102_0_102
aognkcak-1,156_plate4_5F_,102_0_102
aognllhp-1,156_plate4_5F_,102_0_102
aognodfh-1,156_plate4_5F_,102_0_102
aogpbijm-1,156_plate4_5F_,102_0_102
aogpeelo-1,156_plate4_5F_,102_0_102
aogpfclh-1,156_plate4_5F_,102_0_102
aogpndgj-1,156_plate4_5F_,102_0_102
mbjacakn-1,156_plate4_5F_,102_0_102
mbjajmic-1,156_plate4_5F_,102_0_102
mbjaniol-1,156_plate4_5F_,102_0_102
mbjaobol-1,156_plate4_5F_,102_0_102
mbjbciop-1,156_plate4_5F_,102_0_102
mbjbdfjh-1,156_plate4_5F_,102_0_102
mbjbgnmn-1,156_plate4_5F_,102_0_102
mbjbhghn-1,156_plate4_5F_,102_0_102
mbjbikbg-1,156_plate4_5F_,102_0_102
mbjblmbh-1,156_plate4_5F_,102_0_102
mbjboaep-1,156_plate4_5F_,102_0_102
mbjbokee-1,156_plate4_5F_,102_0_102
mbjbphbh-1,156_plate4_5F_,102_0_102
mbjcaidk-1,156_plate4_5F_,102_0_102
mbjcglei-1,156_plate4_5F_,102_0_102
mbjcildp-1,156_plate4_5F_,102_0_102
mbjcocgn-1,156_plate4_5F_,102_0_102
mbjcofdk-1,156_plate4_5F_,102_0_102
mbjdbhnn-1,156_plate4_5F_,102_0_102
mbjdcfoo-1,156_plate4_5F_,102_0_102
mbjddcbh-1,156_plate4_5F_,102_0_102
mbjdjnle-1,156_plate4_5F_,102_0_102
mbjdnjgl-1,156_plate4_5F_,102_0_102
mbjiklcd-1,156_plate4_5F_,102_0_102
mbjiofji-1,156_plate4_5F_,102_0_102
mbjipcgf-1,156_plate4_5F_,102_0_102
mbjjmkcm-1,156_plate4_5F_,102_0_102
mbjjmlop-1,156_plate4_5F_,102_0_102
mbjkcbij-1,156_plate4_5F_,102_0_102
mbjkcihc-1,156_plate4_5F_,102_0_102
mbjkcmmp-1,156_plate4_5F_,102_0_102
mbjkofkg-1,156_plate4_5F_,102_0_102
mbjldflp-1,156_plate4_5F_,102_0_102
mbjlglnh-1,156_plate4_5F_,102_0_102
mbjlhkdf-1,156_plate4_5F_,102_0_102
mbjlleed-1,156_plate4_5F_,102_0_102
mbjlmhdb-1,156_plate4_5F_,102_0_102
mbjmhlbc-1,156_plate4_5F_,102_0_102
mbjmolbe-1,156_plate4_5F_,102_0_102
mbjmpnme-1,156_plate4_5F_,102_0_102
mbjnahlc-1,156_plate4_5F_,102_0_102
mbjncoki-1,156_plate4_5F_,102_0_102
mbjndhkh-1,156_plate4_5F_,102_0_102
mbjogkbb-1,156_plate4_5F_,102_0_102
mbjohoja-1,156_plate4_5F_,102_0_102
mbjpfhdd-1,156_plate4_5F_,102_0_102
mbjpgiik-1,156_plate4_5F_,102_0_102
mbjpgjfj-1,156_plate4_5F_,102_0_102
mbjphehk-1,156_plate4_5F_,102_0_102
mbjphiie-1,156_plate4_5F_,102_0_102
mbjpmgne-1,156_plate4_5F_,102_0_102
mbkaaoph-1,156_plate4_5F_,102_0_102
mbkbkeoi-1,156_plate4_5F_,102_0_102
mbkbkglb-1,156_plate4_5F_,102_0_102
mbkbnpgb-1,156_plate4_5F_,102_0_102
mbkcbhch-1,156_plate4_5F_,102_0_102
mbkccjfh-1,156_plate4_5F_,102_0_102
mbkcdlfp-1,156_plate4_5F_,102_0_102
mbkcgdkn-1,156_plate4_5F_,102_0_102
mbkclggb-1,156_plate4_5F_,102_0_102
mbkdakck-1,156_plate4_5F_,102_0_102
mbkdbilk-1,156_plate4_5F_,102_0_102
mbkdhedh-1,156_plate4_5F_,102_0_102
mbkdljfh-1,156_plate4_5F_,102_0_102
mbkecpdg-1,156_plate4_5F_,102_0_102
mbkecpje-1,156_plate4_5F_,102_0_102
mbkefkfg-1,156_plate4_5F_,102_0_102
mbkekgok-1,156_plate4_5F_,102_0_102
mbkeknjc-1,156_plate4_5F_,102_0_102
mbkelbjd-1,156_plate4_5F_,102_0_102
mbkemibl-1,156_plate4_5F_,102_0_102
mbkeoagh-1,156_plate4_5F_,102_0_102
mbkfeblm-1,156_plate4_5F_,102_0_102
mbkfillg-1,156_plate4_5F_,102_0_102
mbkfjcmg-1,156_plate4_5F_,102_0_102
mbkgcbjj-1,156_plate4_5F_,102_0_102
mbkgdano-1,156_plate4_5F_,102_0_102
mbkghlml-1,156_plate4_5F_,102_0_102
mbkgjffe-1,156_plate4_5F_,102_0_102
mbkgmidd-1,156_plate4_5F_,102_0_102
mblgckmb-1,156_plate4_5F_,102_0_102
mblgeidg-1,156_plate4_5F_,102_0_102
mblgfpkb-1,156_plate4_5F_,102_0_102
mblggfkf-1,156_plate4_5F_,102_0_102
mblgjbbo-1,156_plate4_5F_,102_0_102
mblgkacj-1,156_plate4_5F_,102_0_102
mblgmiaj-1,156_plate4_5F_,102_0_102
mblgnbkk-1,156_plate4_5F_,102_0_102
mblgpgnl-1,156_plate4_5F_,102_0_102
mblhimng-1,156_plate4_5F_,102_0_102
mblhoglg-1,156_plate4_5F_,102_0_102
mblhojpd-1,156_plate4_5F_,102_0_102
mblicehg-1,156_plate4_5F_,102_0_102
mblifdpp-1,156_plate4_5F_,102_0_102
mblifloc-1,156_plate4_5F_,102_0_102
mblihkng-1,156_plate4_5F_,102_0_102
mbliifgg-1,156_plate4_5F_,102_0_102
mblijefn-1,156_plate4_5F_,102_0_102
mblimkng-1,156_plate4_5F_,102_0_102
mbljipfg-1,156_plate4_5F_,102_0_102
mblkaahf-1,156_plate4_5F_,102_0_102
mblkinna-1,156_plate4_5F_,102_0_102
mblklfha-1,156_plate4_5F_,102_0_102
mbllkabb-1,156_plate4_5F_,102_0_102
mbllnmkb-1,156_plate4_5F_,102_0_102
mblmamop-1,156_plate4_5F_,102_0_102
mblmejhi-1,156_plate4_5F_,102_0_102
mblmibja-1,156_plate4_5F_,102_0_102
mblmkkna-1,156_plate4_5F_,102_0_102
mblncahm-1,156_plate4_5F_,102_0_102
mblncgde-1,156_plate4_5F_,102_0_102
mblnfcla-1,156_plate4_5F_,102_0_102
mblngcej-1,156_plate4_5F_,102_0_102
mblnjcah-1,156_plate4_5F_,102_0_102
mblnogdf-1,156_plate4_5F_,102_0_102
mcbfijbb-1,156_plate4_5F_,102_0_102
mcbfmeca-1,156_plate4_5F_,102_0_102
mcbfmgpb-1,156_plate4_5F_,102_0_102
mcbfncpa-1,156_plate4_5F_,102_0_102
mcbhjobo-1,156_plate4_5F_,102_0_102
mcbhmpmm-1,156_plate4_5F_,102_0_102
mcbhpgoo-1,156_plate4_5F_,102_0_102
mcbiafaj-1,156_plate4_5F_,102_0_102
mccnmlmh-1,156_plate4_5F_,102_0_102
mccocodf-1,156_plate4_5F_,102_0_102
mfbagcnp-1,156_plate4_5F_,102_0_102
mfbagmmb-1,156_plate4_5F_,102_0_102
mfbapakn-1,156_plate4_5F_,102_0_102
mfbbkmpc-1,156_plate4_5F_,102_0_102
mfbbnmkh-1,156_plate4_5F_,102_0_102
mfbbohgn-1,156_plate4_5F_,102_0_102
mfbbpnpc-1,156_plate4_5F_,102_0_102
mfbbpplm-1,156_plate4_5F_,102_0_102
mfbchmgc-1,156_plate4_5F_,102_0_102
mfbckhcc-1,156_plate4_5F_,102_0_102
mfbclnhg-1,156_plate4_5F_,102_0_102
mfbcloep-1,156_plate4_5F_,102_0_102
mfbcmcjl-1,156_plate4_5F_,102_0_102
mfbcoena-1,156_plate4_5F_,102_0_102
mfbdafgl-1,156_plate4_5F_,102_0_102
mfbdbbbd-1,156_plate4_5F_,102_0_102
mfbdemln-1,156_plate4_5F_,102_0_102
mfbdhoik-1,156_plate4_5F_,102_0_102
mfbdjbkn-1,156_plate4_5F_,102_0_102
mfbfkefc-1,156_plate4_5F_,102_0_102
mfbiofmo-1,156_plate4_5F_,102_0_102
mfbjcomn-1,156_plate4_5F_,102_0_102
mfbjkjcj-1,156_plate4_5F_,102_0_102
mfbkbpno-1,156_plate4_5F_,102_0_102
mfbmfpnh-1,156_plate4_5F_,102_0_102
mfbmghag-1,156_plate4_5F_,102_0_102
mfbmgnce-1,156_plate4_5F_,102_0_102
mfbmiiid-1,156_plate4_5F_,102_0_102
mfbmliga-1,156_plate4_5F_,102_0_102
mfbnmlep-1,156_plate4_5F_,102_0_102
mfbnpmdm-1,156_plate4_5F_,102_0_102
mfbobnlf-1,156_plate4_5F_,102_0_102
mfbodpmk-1,156_plate4_5F_,102_0_102
mfbogihn-1,156_plate4_5F_,102_0_102
mfbogoei-1,156_plate4_5F_,102_0_102
mfbohnna-1,156_plate4_5F_,102_0_102
mfbombee-1,156_plate4_5F_,102_0_102
mggdkdig-1,156_plate4_5F_,102_0_102
mggdlcil-1,156_plate4_5F_,102_0_102
mggebjii-1,156_plate4_5F_,102_0_102
mggeghii-1,156_plate4_5F_,102_0_102
mggejgdk-1,156_plate4_5F_,102_0_102
mggejggj-1,156_plate4_5F_,102_0_102
mggekcij-1,156_plate4_5F_,102_0_102
mggelbig-1,156_plate4_5F_,102_0_102
mggfadeo-1,156_plate4_5F_,102_0_102
mggfapch-1,156_plate4_5F_,102_0_102
mggfeeei-1,156_plate4_5F_,102_0_102
mggfekkd-1,156_plate4_5F_,102_0_102
mggffpfj-1,156_plate4_5F_,102_0_102
mggfijmn-1,156_plate4_5F_,102_0_102
mggfkabk-1,156_plate4_5F_,102_0_102
mgggeceg-1,156_plate4_5F_,102_0_102
mggggkbf-1,156_plate4_5F_,102_0_102
mggglmda-1,156_plate4_5F_,102_0_102
mgggnpbg-1,156_plate4_5F_,102_0_102
mgggpdbj-1,156_plate4_5F_,102_0_102
mgghahia-1,156_plate4_5F_,102_0_102
mgghdnhe-1,156_plate4_5F_,102_0_102
mgghhdll-1,156_plate4_5F_,102_0_102
mgghooeg-1,156_plate4_5F_,102_0_102
mggidmjl-1,156_plate4_5F_,102_0_102
mggihnod-1,156_plate4_5F_,102_0_102
mggimeej-1,156_plate4_5F_,102_0_102
mggimopo-1,156_plate4_5F_,102_0_102
mggipbcb-1,156_plate4_5F_,102_0_102
mggjdkkf-1,156_plate4_5F_,102_0_102
mggjibec-1,156_plate4_5F_,102_0_102
mggjjflg-1,156_plate4_5F_,102_0_102
mggjlapj-1,156_plate4_5F_,102_0_102
mggkaade-1,156_plate4_5F_,102_0_102
mggkcgnn-1,156_plate4_5F_,102_0_102
mggkgloc-1,156_plate4_5F_,102_0_102
mggnfjmo-1,156_plate4_5F_,102_0_102
mggpkjnf-1,156_plate4_5F_,102_0_102
mggpobda-1,156_plate4_5F_,102_0_102
mghadakm-1,156_plate4_5F_,102_0_102
mghaoakn-1,156_plate4_5F_,102_0_102
mghaomjo-1,156_plate4_5F_,102_0_102
mghbafjd-1,156_plate4_5F_,102_0_102
mghbaook-1,156_plate4_5F_,102_0_102
mghbapgj-1,156_plate4_5F_,102_0_102
mghcahbl-1,156_plate4_5F_,102_0_102
mghccgik-1,156_plate4_5F_,102_0_102
mghcipmp-1,156_plate4_5F_,102_0_102
mghclbgk-1,156_plate4_5F_,102_0_102
mghcnkia-1,156_plate4_5F_,102_0_102
mghdahdc-1,156_plate4_5F_,102_0_102
mghdfala-1,156_plate4_5F_,102_0_102
mghdicia-1,156_plate4_5F_,102_0_102
mghdoiei-1,156_plate4_5F_,102_0_102
mghebnhd-1,156_plate4_5F_,102_0_102
mgheccdl-1,156_plate4_5F_,102_0_102
mghedlof-1,156_plate4_5F_,102_0_102
mgheehgn-1,156_plate4_5F_,102_0_102
mghefnbo-1,156_plate4_5F_,102_0_102
mghehgoh-1,156_plate4_5F_,102_0_102
mgheidod-1,156_plate4_5F_,102_0_102
mghenfbn-1,156_plate4_5F_,102_0_102
mghgdpao-1,156_plate4_5F_,102_0_102
mghgjdfo-1,156_plate4_5F_,102_0_102
mghgjkii-1,156_plate4_5F_,102_0_102
mghgmlni-1,156_plate4_5F_,102_0_102
mghohohi-1,156_plate4_5F_,102_0_102
mghpakec-1,156_plate4_5F_,102_0_102
mghpdomh-1,156_plate4_5F_,102_0_102
mghpjofd-1,156_plate4_5F_,102_0_102
mghpoknn-1,156_plate4_5F_,102_0_102
mgiacohc-1,156_plate4_5F_,102_0_102
mgiahakk-1,156_plate4_5F_,102_0_102
mgialomd-1,156_plate4_5F_,102_0_102
mgibgmpc-1,156_plate4_5F_,102_0_102
mgibnegc-1,156_plate4_5F_,102_0_102
mgiccgag-1,156_plate4_5F_,102_0_102
mgichbie-1,156_plate4_5F_,102_0_102
mgicmanb-1,156_plate4_5F_,102_0_102
mgidcedk-1,156_plate4_5F_,102_0_102
mgidgdbf-1,156_plate4_5F_,102_0_102
mgidhoff-1,156_plate4_5F_,102_0_102
mgidjhdo-1,156_plate4_5F_,102_0_102
mgidpinj-1,156_plate4_5F_,102_0_102
mgjcbbdf-1,156_plate4_5F_,102_0_102
mgjeakjb-1,156_plate4_5F_,102_0_102
mgjebhon-1,156_plate4_5F_,102_0_102
mgjedcac-1,156_plate4_5F_,102_0_102
mgjeeecp-1,156_plate4_5F_,102_0_102
mgjegaah-1,156_plate4_5F_,102_0_102
mgjenndo-1,156_plate4_5F_,102_0_102
mgjeokjk-1,156_plate4_5F_,102_0_102
mgjephji-1,156_plate4_5F_,102_0_102
mgjfhbfj-1,156_plate4_5F_,102_0_102
mgjflmod-1,156_plate4_5F_,102_0_102
mgjfngcb-1,156_plate4_5F_,102_0_102
mgjgdhom-1,156_plate4_5F_,102_0_102
mgjgkkfp-1,156_plate4_5F_,102_0_102
mgjhafke-1,156_plate4_5F_,102_0_102
mgjhcfff-1,156_plate4_5F_,102_0_102
mgjhgcin-1,156_plate4_5F_,102_0_102
mgjhgedo-1,156_plate4_5F_,102_0_102
mgjhgfak-1,156_plate4_5F_,102_0_102
mgjhplkm-1,156_plate4_5F_,102_0_102
mgjiamoj-1,156_plate4_5F_,102_0_102
mgjielea-1,156_plate4_5F_,102_0_102
mgjifcbd-1,156_plate4_5F_,102_0_102
mgjihpgh-1,156_plate4_5F_,102_0_102
mgjiippn-1,156_plate4_5F_,102_0_102
mgjinjcj-1,156_plate4_5F_,102_0_102
mgjiojln-1,156_plate4_5F_,102_0_102
mgjjdpik-1,156_plate4_5F_,102_0_102
mgjjfipj-1,156_plate4_5F_,102_0_102
mgjpdpnl-1,156_plate4_5F_,102_0_102
mgjpkooj-1,156_plate4_5F_,102_0_102
mgjpneaf-1,156_plate4_5F_,102_0_102
mgkaadjh-1,156_plate4_5F_,102_0_102
mgkablkj-1,156_plate4_5F_,102_0_102
mgkadgbc-1,156_plate4_5F_,102_0_102
mgkaginp-1,156_plate4_5F_,102_0_102
mgkajngp-1,156_plate4_5F_,102_0_102
mgkkodej-1,156_plate4_5F_,102_0_102
mgkladki-1,156_plate4_5F_,102_0_102
mgkldcbm-1,156_plate4_5F_,102_0_102
mgkllnan-1,156_plate4_5F_,102_0_102
mgkloblm-1,156_plate4_5F_,102_0_102
mgkmgflp-1,156_plate4_5F_,102_0_102
mgkmiecm-1,156_plate4_5F_,102_0_102
mgkmmbda-1,156_plate4_5F_,102_0_102
mgkmodjj-1,156_plate4_5F_,102_0_102
mgknloli-1,156_plate4_5F_,102_0_102
mgknolja-1,156_plate4_5F_,102_0_102
mgkodcci-1,156_plate4_5F_,102_0_102
mgkoffoj-1,156_plate4_5F_,102_0_102
mgkojage-1,156_plate4_5F_,102_0_102
mgkompce-1,156_plate4_5F_,102_0_102
mgkpcgca-1,156_plate4_5F_,102_0_102
mgkpklio-1,156_plate4_5F_,102_0_102
mgkpofih-1,156_plate4_5F_,102_0_102
mgkpoobo-1,156_plate4_5F_,102_0_102
mglaejaj-1,156_plate4_5F_,102_0_102
mglaekci-1,156_plate4_5F_,102_0_102
mglaocnf-1,156_plate4_5F_,102_0_102
mglbehdk-1,156_plate4_5F_,102_0_102
mglbfedj-1,156_plate4_5F_,102_0_102
mglbhflb-1,156_plate4_5F_,102_0_102
mglbikgb-1,156_plate4_5F_,102_0_102
mglbnnfk-1,156_plate4_5F_,102_0_102
mglbopfp-1,156_plate4_5F_,102_0_102
mglcaalk-1,156_plate4_5F_,102_0_102
mglccohl-1,156_plate4_5F_,102_0_102
mglcfajl-1,156_plate4_5F_,102_0_102
mglcgjnn-1,156_plate4_5F_,102_0_102
mglcjdkh-1,156_plate4_5F_,102_0_102
mglcldob-1,156_plate4_5F_,102_0_102
mglcofal-1,156_plate4_5F_,102_0_102
mgldblag-1,156_plate4_5F_,102_0_102
mglddbaf-1,156_plate4_5F_,102_0_102
mgldeida-1,156_plate4_5F_,102_0_102
mgldhkcp-1,156_plate4_5F_,102_0_102
mglfldai-1,156_plate4_5F_,102_0_102
mgmdcfmd-1,156_plate4_5F_,102_0_102
mgmdeabd-1,156_plate4_5F_,102_0_102
mgmdpnbm-1,156_plate4_5F_,102_0_102
